order_id,customer_id,order_date,status,ship_date,delivered_date,ship_country,carrier_id,carrier,promotion_id,items_count,subtotal,shipping_cost,total
ORD-0000214,CUST-000689,2024-10-08,delivered,2024-10-09,2024-10-13,US,CARR-001,UPS,,3,330.00,23.79,353.79
ORD-0000215,CUST-000177,2023-06-21,returned,2023-06-25,2023-07-03,JP,CARR-005,Correios,,2,193.00,15.51,208.51
ORD-0000216,CUST-000269,2025-03-11,delivered,2025-03-13,2025-03-18,BR,CARR-006,Sedex,,4,4893.00,30.71,4923.71
ORD-0000217,CUST-000211,2023-11-21,delivered,2023-11-23,2023-11-30,AU,CARR-009,Aramex,,3,453.00,25.56,478.56
ORD-0000218,CUST-000188,2023-07-24,delivered,2023-07-25,2023-07-29,US,CARR-010,SF Express,,1,1078.00,8.08,1086.08
ORD-0000219,CUST-000444,2024-11-25,delivered,2024-11-29,2024-12-02,CL,CARR-002,FedEx,,4,1553.00,10.65,1563.65
ORD-0000220,CUST-000404,2024-12-02,delivered,2024-12-03,2024-12-12,IT,CARR-005,Correios,,3,1619.00,25.01,1644.01
ORD-0000221,CUST-000698,2025-08-20,returned,2025-08-24,2025-08-28,CA,CARR-006,Sedex,,2,691.00,28.56,719.56
ORD-0000222,CUST-000781,2024-11-11,delivered,2024-11-13,2024-11-19,CA,CARR-008,Loomis,,4,1256.00,23.01,1279.01
ORD-0000223,CUST-000682,2024-08-04,delivered,2024-08-07,2024-08-11,GB,CARR-010,SF Express,,1,268.00,21.29,289.29
ORD-0000224,CUST-000044,2024-11-26,shipped,2024-11-27,,US,CARR-003,USPS,,4,3930.00,17.82,3947.82
ORD-0000225,CUST-000750,2025-11-27,processing,,,PT,CARR-003,USPS,,4,2408.00,19.66,2427.66
ORD-0000226,CUST-000621,2023-11-20,returned,2023-11-21,2023-11-26,AU,CARR-008,Loomis,,2,352.00,11.99,363.99
ORD-0000227,CUST-000205,2024-12-02,delivered,2024-12-05,2024-12-16,IT,CARR-009,Aramex,,5,1049.00,23.64,1072.64
ORD-0000228,CUST-000438,2026-04-20,delivered,2026-04-24,2026-04-29,ES,CARR-004,DHL,,3,201.00,22.47,223.47
ORD-0000229,CUST-000767,2024-09-22,delivered,2024-09-25,2024-10-04,AR,CARR-005,Correios,,2,3739.00,32.34,3771.34
ORD-0000230,CUST-000729,2024-12-01,processing,,,AR,CARR-009,Aramex,,4,807.00,24.62,831.62
ORD-0000231,CUST-000348,2023-11-04,shipped,2023-11-06,,US,CARR-002,FedEx,,1,93.00,30.08,123.08
ORD-0000232,CUST-000298,2025-12-04,delivered,2025-12-06,2025-12-09,US,CARR-002,FedEx,,1,210.00,22.82,232.82
ORD-0000233,CUST-000590,2025-10-08,returned,2025-10-10,2025-10-14,FR,CARR-001,UPS,,1,106.00,18.30,124.30
ORD-0000234,CUST-000416,2024-06-13,delivered,2024-06-14,2024-06-19,CA,CARR-010,SF Express,,4,1294.00,24.30,1318.30
ORD-0000235,CUST-000355,2024-12-01,processing,,,CO,CARR-001,UPS,,3,-117.00,15.04,-101.96
ORD-0000236,CUST-000273,2023-10-16,shipped,2023-10-20,,FR,CARR-006,Sedex,,3,2501.00,10.31,2511.31
ORD-0000237,CUST-000654,2024-04-12,returned,2024-04-15,2024-04-17,CO,CARR-002,FedEx,,3,1785.00,33.76,1818.76
ORD-0000238,CUST-000222,2024-01-04,cancelled,,,ES,,,,1,346.00,6.24,352.24
ORD-0000239,CUST-000549,2024-11-28,delivered,2024-11-29,2024-12-03,IT,CARR-010,SF Express,,3,751.00,4.13,755.13
ORD-0000240,CUST-000724,21/04/2025,processing,,,US,CARR-002,FedEx,,2,1108.00,36.74,1144.74
ORD-0000241,CUST-000306,2025-02-04,delivered,2025-02-06,2025-02-09,MX,CARR-001,UPS,,2,510.00,14.71,524.71
ORD-0000242,CUST-000547,2023-08-12,returned,2023-08-14,2023-08-19,BR,CARR-006,Sedex,,1,549.00,12.68,561.68
ORD-0000243,CUST-000287,2023-11-26,cancelled,,,ES,,,,2,412.00,18.42,430.42
ORD-0000244,CUST-000059,2025-11-25,processing,,,JP,CARR-008,Loomis,,1,17.00,18.29,35.29
ORD-0000245,CUST-000185,2024-12-20,delivered,2024-12-21,2024-12-24,DE,CARR-001,UPS,,3,590.00,16.97,606.97
ORD-0000246,CUST-000124,2023-11-30,delivered,2023-12-02,2023-12-06,CA,CARR-006,Sedex,,1,207.00,14.13,221.13
ORD-0000247,CUST-000788,2025-09-23,delivered,2025-09-26,2025-10-02,GB,CARR-008,Loomis,,2,702.00,30.54,732.54
ORD-0000248,CUST-000205,2024-08-27,delivered,2024-08-31,2024-09-04,IT,CARR-004,DHL,,4,2188.00,12.37,2200.37
ORD-0000249,CUST-000305,2023-08-11,delivered,2023-08-12,2023-08-19,BR,CARR-006,Sedex,,1,14.00,9.41,23.41
ORD-0000250,CUST-000029,2026-02-18,delivered,2026-02-21,2026-02-27,US,CARR-003,USPS,,1,-524.00,23.97,-500.03
ORD-0000251,CUST-000562,2024-12-01,delivered,2024-12-02,2024-12-04,CL,CARR-002,FedEx,,3,1397.00,22.35,1419.35
ORD-0000252,CUST-000243,2025-10-16,delivered,2025-10-20,2025-10-24,US,CARR-010,SF Express,,3,1758.00,23.92,1781.92
ORD-0000253,CUST-000468,2025-03-03,processing,,,CA,CARR-009,Aramex,,2,958.00,9.33,967.33
ORD-0000254,CUST-000010,2025-10-28,returned,2025-10-29,2025-11-03,DE,CARR-006,Sedex,,2,166.00,18.24,184.24
ORD-0000255,CUST-000433,2023-11-20,processing,,,ES,CARR-010,SF Express,,4,1544.00,15.75,1559.75
ORD-0000256,CUST-000165,2025-10-22,delivered,2025-10-26,2025-10-28,US,CARR-002,FedEx,,3,532.00,11.71,543.71
ORD-0000257,CUST-000539,2024-05-07,returned,2024-05-11,2024-05-20,CL,CARR-005,Correios,,4,3915.00,24.02,3939.02
ORD-0000258,CUST-000267,2024-11-21,shipped,2024-11-22,,US,CARR-003,USPS,,3,831.00,17.61,848.61
ORD-0000259,CUST-000253,2024-03-15,delivered,2024-03-19,2024-03-24,BR,CARR-006,Sedex,,3,496.00,26.59,522.59
ORD-0000260,CUST-000271,2023-04-03,delivered,2023-04-07,2023-04-19,GB,CARR-003,USPS,,2,1227.00,9.28,1236.28
ORD-0000261,CUST-000410,2023-04-06,processing,,,ES,CARR-002,FedEx,,4,2540.00,19.31,2559.31
ORD-0000262,CUST-000169,2024-11-05,delivered,2024-11-07,2024-11-10,US,CARR-001,UPS,,4,315.00,12.14,327.14
ORD-0000263,CUST-000228,2025-10-10,processing,,,MX,CARR-008,Loomis,,2,1038.00,15.52,1053.52
ORD-0000264,CUST-000049,2025-07-11,cancelled,,,CA,,,,1,219.00,11.59,230.59
ORD-0000265,CUST-000464,2023-12-01,returned,2023-12-04,2023-12-09,PT,CARR-010,SF Express,,1,462.00,36.63,498.63
ORD-0000266,CUST-000124,2024-11-22,returned,2024-11-23,2024-11-28,CA,CARR-003,USPS,,3,501.00,21.27,522.27
ORD-0000267,CUST-000185,2023-11-28,processing,,,DE,CARR-002,FedEx,,2,362.00,16.73,378.73
ORD-0000268,CUST-000673,29/07/2024,delivered,2024-07-31,2024-08-04,DE,CARR-004,DHL,,2,255.00,11.14,266.14
ORD-0000269,CUST-000437,2025-08-29,delivered,2025-09-01,2025-09-07,BR,CARR-008,Loomis,,3,566.00,6.57,572.57
ORD-0000270,CUST-000693,2026-04-12,delivered,2026-04-14,2026-04-18,CA,CARR-001,UPS,,1,534.00,10.98,544.98
ORD-0000271,CUST-000129,2025-03-31,delivered,2025-04-01,2025-04-04,ES,CARR-002,FedEx,,3,413.00,18.85,431.85
ORD-0000272,CUST-000623,24/02/2024,delivered,2024-02-25,2024-02-29,CA,CARR-001,UPS,,3,1535.00,30.13,1565.13
ORD-0000273,CUST-000046,2023-03-12,cancelled,,,CO,,,,3,2431.00,26.26,2457.26
ORD-0000274,CUST-000471,2025-11-29,delivered,2025-12-02,2025-12-07,CO,CARR-006,Sedex,,3,592.00,18.90,610.90
ORD-0000275,CUST-000457,2024-02-02,shipped,2024-02-04,,CA,CARR-009,Aramex,,2,1887.00,10.56,1897.56
ORD-0000276,CUST-000301,01/08/2025,delivered,2025-08-02,2025-08-07,US,CARR-003,USPS,,4,3305.00,36.80,3341.80
ORD-0000277,CUST-000333,2023-11-24,delivered,2023-11-25,2023-12-01,US,CARR-003,USPS,,5,3598.00,32.34,3630.34
ORD-0000278,CUST-000099,2025-11-27,delivered,2025-11-30,2025-12-03,US,CARR-002,FedEx,,1,463.00,29.83,492.83
ORD-0000279,CUST-000160,30/11/2023,delivered,2023-12-01,2023-12-05,GB,CARR-007,Royal Mail,,2,3182.00,17.17,3199.17
ORD-0000280,CUST-000484,2024-11-24,delivered,2024-11-27,2024-12-01,DE,CARR-001,UPS,,4,3595.00,23.22,3618.22
ORD-0000281,CUST-000556,2026-04-19,returned,2026-04-23,2026-05-05,AU,CARR-009,Aramex,,2,726.00,17.48,743.48
ORD-0000282,CUST-000013,2023-02-03,delivered,2023-02-07,2023-02-13,IT,CARR-009,Aramex,,4,2085.00,12.63,2097.63
ORD-0000283,CUST-000445,2025-08-20,cancelled,,,BR,,,,2,2118.00,29.01,2147.01
ORD-0000284,CUST-000027,2023-09-22,processing,,,FR,CARR-006,Sedex,,2,1888.00,14.32,1902.32
ORD-0000285,CUST-000398,2023-11-06,delivered,2023-11-10,2023-11-14,MX,CARR-001,UPS,,2,478.00,6.54,484.54
ORD-0000286,CUST-000010,2026-04-23,delivered,2026-04-24,2026-04-30,DE,CARR-009,Aramex,,1,48.00,18.83,66.83
ORD-0000287,CUST-000366,2025-08-06,delivered,2025-08-07,2025-08-15,CA,CARR-006,Sedex,,3,3069.00,9.88,3078.88
ORD-0000288,CUST-000791,2024-11-19,processing,,,CO,CARR-001,UPS,,3,811.00,28.53,839.53
ORD-0000289,CUST-000277,2026-01-25,delivered,2026-01-29,2026-02-02,US,CARR-006,Sedex,,3,4060.00,32.43,4092.43
ORD-0000290,CUST-000025,2024-12-01,returned,2024-12-02,2024-12-07,US,CARR-004,DHL,,2,1674.00,22.26,1696.26
ORD-0000291,CUST-000562,2023-12-17,processing,,,CL,CARR-001,UPS,,2,861.00,8.41,869.41
ORD-0000292,CUST-000006,2025-04-13,cancelled,,,ES,,,,3,483.00,11.56,494.56
ORD-0000293,CUST-000779,2025-07-15,delivered,2025-07-17,2025-07-22,AU,CARR-010,SF Express,,2,613.00,7.97,620.97
ORD-0000294,CUST-000041,2023-12-02,delivered,2023-12-05,2023-12-09,AR,CARR-010,SF Express,,4,781.00,31.32,812.32
ORD-0000295,CUST-000706,2024-03-29,delivered,2024-03-30,2024-04-05,BR,CARR-003,USPS,,1,892.00,11.32,903.32
ORD-0000296,CUST-000720,2023-09-22,delivered,2023-09-25,2023-10-07,BR,CARR-005,Correios,,2,2793.00,35.56,2828.56
ORD-0000297,CUST-000185,2023-10-15,delivered,2023-10-19,2023-10-24,DE,CARR-002,FedEx,,1,54.00,12.68,66.68
ORD-0000298,CUST-000794,2025-12-04,processing,,,US,CARR-007,Royal Mail,,1,11.00,7.82,18.82
ORD-0000299,CUST-000657,27/11/2024,returned,2024-11-28,2024-12-02,AR,CARR-010,SF Express,,4,2233.00,1.29,2234.29
ORD-0000300,CUST-000135,2024-11-22,delivered,2024-11-25,2024-12-02,US,CARR-009,Aramex,,4,1327.00,32.41,1359.41
ORD-0000301,CUST-000402,2024-12-04,processing,,,BR,CARR-006,Sedex,,1,51.00,8.32,59.32
ORD-0000302,CUST-000428,06/10/2023,shipped,2023-10-08,,BR,CARR-001,UPS,,3,1608.00,16.67,1624.67
ORD-0000303,CUST-000536,2024-10-11,delivered,2024-10-13,2024-10-18,CO,CARR-010,SF Express,,1,600.00,18.88,618.88
ORD-0000304,CUST-000091,2025-03-29,delivered,2025-04-02,2025-04-07,US,CARR-006,Sedex,,1,63.00,28.54,91.54
ORD-0000305,CUST-000172,2023-07-25,returned,2023-07-26,2023-08-02,GB,CARR-009,Aramex,,1,58.00,27.02,85.02
ORD-0000306,CUST-000478,2024-01-20,returned,2024-01-21,2024-01-26,FR,CARR-006,Sedex,,1,902.00,17.27,919.27
ORD-0000307,CUST-000335,2023-08-19,delivered,2023-08-23,2023-08-31,GB,CARR-007,Royal Mail,,2,620.00,9.24,629.24
ORD-0000308,CUST-000787,2024-02-01,delivered,2024-02-02,2024-02-07,US,CARR-004,DHL,,4,2380.00,27.90,2407.90
ORD-0000309,CUST-000036,2023-04-16,returned,2023-04-20,2023-04-23,US,CARR-001,UPS,,1,308.00,12.52,320.52
ORD-0000310,CUST-000647,2024-11-25,delivered,2024-11-27,2024-12-02,BR,CARR-006,Sedex,,2,174.00,27.45,201.45
ORD-0000311,CUST-000168,2025-06-06,delivered,2025-06-08,2025-06-13,BR,CARR-004,DHL,,4,487.00,28.54,515.54
ORD-0000312,CUST-000071,2023-08-12,delivered,2023-08-14,2023-08-18,CL,CARR-006,Sedex,,4,713.00,12.36,725.36
ORD-0000313,CUST-000291,2023-09-08,delivered,2023-09-12,2023-09-15,BR,CARR-007,Royal Mail,,1,150.00,16.46,166.46
ORD-0000314,CUST-000215,2023-08-17,delivered,2023-08-19,2023-08-28,FR,CARR-005,Correios,,2,302.00,26.55,328.55
ORD-0000315,CUST-000759,2025-12-15,delivered,2025-12-17,2025-12-27,MX,CARR-009,Aramex,,4,1569.00,2.09,1571.09
ORD-0000316,CUST-000671,2025-12-19,processing,,,AR,CARR-008,Loomis,,1,378.00,29.21,407.21
ORD-0000317,CUST-000139,2026-04-06,shipped,2026-04-09,,AU,CARR-009,Aramex,,1,48.00,4.74,52.74
ORD-0000318,CUST-000756,2023-11-26,delivered,2023-11-27,2023-12-05,BR,CARR-005,Correios,,1,68.00,18.73,86.73
ORD-0000319,CUST-000699,2024-09-21,delivered,2024-09-25,2024-10-05,AU,CARR-009,Aramex,,2,152.00,14.00,166.00
ORD-0000320,CUST-000631,2024-11-30,delivered,2024-12-04,2024-12-08,US,CARR-001,UPS,,2,517.00,5.11,522.11
ORD-0000321,CUST-000293,2023-04-04,processing,,,JP,CARR-009,Aramex,,2,231.00,27.55,258.55
ORD-0000322,CUST-000424,2023-11-22,delivered,2023-11-26,2023-12-04,CL,CARR-005,Correios,,2,1109.00,16.28,1125.28
ORD-0000323,CUST-000759,2025-12-17,delivered,2025-12-18,2025-12-23,MX,CARR-004,DHL,,4,1171.00,27.18,1198.18
ORD-0000324,CUST-000196,2026-03-31,cancelled,,,BR,,,,2,390.00,6.78,396.78
ORD-0000325,CUST-000514,2025-04-25,delivered,2025-04-28,2025-05-07,MX,CARR-005,Correios,,2,858.00,35.62,893.62
ORD-0000326,CUST-000328,2023-07-04,delivered,2023-07-08,2023-07-13,US,CARR-003,USPS,,2,160.00,7.35,167.35
ORD-0000327,CUST-000452,2025-04-20,delivered,2025-04-21,2025-04-30,ES,CARR-005,Correios,,2,1114.00,23.96,1137.96
ORD-0000328,CUST-000367,2024-11-20,delivered,2024-11-23,2024-11-26,CL,CARR-007,Royal Mail,,1,1148.00,20.79,1168.79
ORD-0000329,CUST-000716,2023-11-21,delivered,2023-11-25,2023-12-01,GB,CARR-004,DHL,,3,467.00,7.67,474.67
ORD-0000330,CUST-000269,2023-08-17,delivered,2023-08-20,2023-08-24,BR,CARR-006,Sedex,,2,252.00,18.64,270.64
ORD-0000331,CUST-000309,2024-06-26,delivered,2024-06-29,2024-07-12,BR,CARR-005,Correios,,3,2008.00,13.98,2021.98
ORD-0000332,CUST-000085,2024-05-27,delivered,2024-05-29,2024-06-01,CL,CARR-001,UPS,,4,650.00,14.30,664.30
ORD-0000333,CUST-000220,2025-02-02,delivered,2025-02-05,2025-02-08,GB,CARR-002,FedEx,,4,2100.00,31.22,2131.22
ORD-0000334,CUST-000348,2024-06-28,delivered,2024-06-29,2024-07-04,US,CARR-003,USPS,,3,1082.00,11.06,1093.06
ORD-0000335,CUST-000190,2024-02-06,cancelled,,,MX,,,,4,1463.00,19.56,1482.56
ORD-0000336,CUST-000444,2024-11-08,delivered,2024-11-10,2024-11-14,CL,CARR-004,DHL,,4,718.00,21.71,739.71
ORD-0000337,CUST-000444,2024-11-27,delivered,2024-11-28,2024-11-30,CL,CARR-002,FedEx,,2,128.00,12.32,140.32
ORD-0000338,CUST-000342,2025-07-24,delivered,2025-07-28,2025-08-01,AR,CARR-006,Sedex,,2,403.00,9.57,412.57
ORD-0000339,CUST-000690,2026-03-06,delivered,2026-03-10,2026-03-15,GB,CARR-004,DHL,,4,984.00,37.67,1021.67
ORD-0000340,CUST-000161,2023-12-04,cancelled,,,AU,,,,3,1001.00,10.86,1011.86
ORD-0000341,CUST-000460,2023-07-14,processing,,,DE,CARR-006,Sedex,,4,3681.00,18.59,3699.59
ORD-0000342,CUST-000381,2024-06-01,delivered,2024-06-02,2024-06-07,AU,CARR-004,DHL,,4,4215.00,21.08,4236.08
ORD-0000343,CUST-000575,2024-05-07,delivered,2024-05-08,2024-05-11,ES,CARR-001,UPS,,4,766.00,26.10,792.10
ORD-0000344,CUST-000096,2024-08-06,returned,2024-08-09,2024-08-11,US,CARR-002,FedEx,,3,222.00,9.24,231.24
ORD-0000345,CUST-000645,2023-11-22,processing,,,BR,CARR-006,Sedex,,3,2343.00,34.34,2377.34
ORD-0000346,CUST-000307,2024-04-03,delivered,2024-04-07,2024-04-12,AU,CARR-003,USPS,,2,3440.00,29.23,3469.23
ORD-0000347,CUST-000350,2026-04-12,processing,,,GB,CARR-004,DHL,,3,202.00,13.96,215.96
ORD-0000348,CUST-000315,2025-08-11,delivered,2025-08-13,2025-08-19,DE,CARR-009,Aramex,,3,1654.00,4.03,1658.03
ORD-0000349,CUST-000732,2023-12-14,delivered,2023-12-15,2023-12-25,MX,CARR-001,UPS,,1,333.00,19.82,352.82
ORD-0000350,CUST-000720,2025-11-23,processing,,,BR,CARR-005,Correios,,4,2506.00,17.02,2523.02
ORD-0000351,CUST-000601,2025-08-19,delivered,2025-08-20,2025-08-24,US,CARR-010,SF Express,,4,585.00,30.15,615.15
ORD-0000352,CUST-000020,2024-08-19,cancelled,,,BR,,,,4,676.00,7.60,683.60
ORD-0000353,CUST-000789,2023-02-12,processing,,,FR,CARR-008,Loomis,,4,1147.00,28.01,1175.01
ORD-0000354,CUST-000477,2025-11-25,shipped,2025-11-27,,BR,CARR-006,Sedex,,3,1766.00,8.39,1774.39
ORD-0000355,CUST-000780,2023-03-13,delivered,2023-03-14,2023-03-21,US,CARR-003,USPS,,1,9.00,26.64,35.64
ORD-0000356,CUST-000208,2023-07-16,delivered,2023-07-17,2023-07-25,PT,CARR-005,Correios,,1,15.00,27.32,42.32
ORD-0000357,CUST-000573,2024-03-05,processing,,,JP,CARR-007,Royal Mail,,4,2900.00,27.79,2927.79
ORD-0000358,CUST-000179,2023-07-22,delivered,2023-07-24,2023-07-28,US,CARR-001,UPS,,3,181.00,5.68,186.68
ORD-0000359,CUST-000283,2024-12-01,delivered,2024-12-04,2024-12-09,AU,CARR-010,SF Express,,1,730.00,1.84,731.84
ORD-0000360,CUST-000717,2024-11-27,cancelled,,,PT,,,,1,134.00,27.41,161.41
ORD-0000361,CUST-000518,2024-12-04,delivered,2024-12-08,2024-12-11,US,CARR-001,UPS,,1,203.00,9.51,212.51
ORD-0000362,CUST-000773,2025-11-28,shipped,2025-11-30,,CO,CARR-009,Aramex,,3,1735.00,23.31,1758.31
ORD-0000363,CUST-000528,2025-11-22,delivered,2025-11-26,2025-12-02,AR,CARR-008,Loomis,,3,813.00,12.81,825.81
ORD-0000364,CUST-000406,2025-11-01,delivered,2025-11-03,2025-11-05,JP,CARR-002,FedEx,,4,1878.00,16.09,1894.09
ORD-0000365,CUST-000213,2023-01-12,delivered,2023-01-15,2023-01-24,JP,CARR-005,Correios,,1,390.00,26.16,416.16
ORD-0000366,CUST-000558,2023-11-21,delivered,2023-11-22,2023-11-28,GB,CARR-003,USPS,,3,3257.00,6.69,3263.69
ORD-0000367,CUST-000208,2025-01-03,returned,2025-01-05,2025-01-10,PT,CARR-006,Sedex,,3,1608.00,3.85,1611.85
ORD-0000368,CUST-000277,2026-02-20,delivered,2026-02-21,2026-02-25,US,CARR-001,UPS,,4,2874.00,17.81,2891.81
ORD-0000369,CUST-000719,2024-03-21,delivered,2024-03-24,2024-03-28,GB,CARR-006,Sedex,,2,1154.00,3.31,1157.31
ORD-0000370,CUST-000096,2023-12-02,processing,,,US,CARR-003,USPS,,1,451.00,30.86,481.86
ORD-0000371,CUST-000223,2023-11-26,returned,2023-11-27,2023-12-02,DE,CARR-006,Sedex,,1,612.00,13.72,625.72
ORD-0000372,CUST-000116,2023-02-10,delivered,2023-02-13,2023-02-15,US,CARR-002,FedEx,,4,1144.00,6.55,1150.55
ORD-0000373,CUST-000756,2024-01-23,shipped,2024-01-26,,BR,CARR-001,UPS,,4,1552.00,7.61,1559.61
ORD-0000374,CUST-000712,2023-06-21,delivered,2023-06-25,2023-07-05,JP,CARR-001,UPS,,3,1164.00,22.20,1186.20
ORD-0000375,CUST-000338,2024-11-17,delivered,2024-11-18,2024-11-24,GB,CARR-009,Aramex,,4,899.00,13.27,912.27
ORD-0000376,CUST-000730,2023-02-05,returned,2023-02-07,2023-02-11,DE,CARR-006,Sedex,,4,-1158.00,28.74,-1129.26
ORD-0000377,CUST-000605,2023-12-21,processing,,,MX,CARR-004,DHL,,4,605.00,7.76,612.76
ORD-0000378,CUST-000779,2026-02-24,shipped,2026-02-26,,AU,CARR-003,USPS,,2,232.00,16.65,248.65
ORD-0000379,CUST-000473,02/04/2024,shipped,2024-04-06,,US,CARR-001,UPS,,1,1085.00,21.78,1106.78
ORD-0000380,CUST-000637,2026-04-20,processing,,,PT,CARR-006,Sedex,,3,537.00,11.80,548.80
ORD-0000381,CUST-000102,2023-12-04,delivered,2023-12-08,2023-12-11,GB,CARR-001,UPS,,2,258.00,20.89,278.89
ORD-0000382,CUST-000636,2025-11-24,delivered,2025-11-25,2025-12-02,CA,CARR-001,UPS,,3,2974.00,33.48,3007.48
ORD-0000383,CUST-000041,2023-04-09,delivered,2023-04-12,2023-04-17,AR,CARR-003,USPS,,3,2046.00,33.96,2079.96
ORD-0000384,CUST-000519,2024-08-05,delivered,2024-08-08,2024-08-16,FR,CARR-004,DHL,,1,1197.00,29.99,1226.99
ORD-0000385,CUST-000109,2025-10-14,delivered,2025-10-18,2025-10-26,CA,CARR-005,Correios,,1,84.00,17.45,101.45
ORD-0000386,CUST-000570,2025-08-24,delivered,2025-08-26,2025-08-28,PT,CARR-002,FedEx,,2,1275.00,6.76,1281.76
ORD-0000387,CUST-000590,2025-10-10,delivered,2025-10-11,2025-10-18,FR,CARR-009,Aramex,,1,150.00,30.31,180.31
ORD-0000388,CUST-000204,2026-01-30,returned,2026-02-02,2026-02-07,CA,CARR-004,DHL,,4,6114.00,7.44,6121.44
ORD-0000389,CUST-000169,2024-02-20,delivered,2024-02-24,2024-02-29,US,CARR-003,USPS,,1,93.00,15.18,108.18
ORD-0000390,CUST-000786,2024-10-20,shipped,2024-10-24,,CA,CARR-008,Loomis,,3,966.00,16.04,982.04
ORD-0000391,CUST-000400,2026-01-17,delivered,2026-01-19,2026-01-25,GB,CARR-009,Aramex,,4,841.00,27.29,868.29
ORD-0000392,CUST-000367,2023-11-24,delivered,2023-11-25,2023-11-30,CL,CARR-003,USPS,PROMO-0035,3,1888.00,21.88,1909.88
ORD-0000393,CUST-000382,2023-11-24,processing,,,US,CARR-002,FedEx,PROMO-0039,3,-1424.00,6.42,-1417.58
ORD-0000394,CUST-000718,2023-11-21,delivered,2023-11-22,2023-11-26,AR,CARR-010,SF Express,,4,337.00,12.62,349.62
ORD-0000395,CUST-000580,2024-08-29,delivered,2024-08-31,2024-09-03,US,CARR-002,FedEx,,1,200.00,3.81,203.81
ORD-0000396,CUST-000010,2025-09-17,cancelled,,,DE,,,,3,1160.00,28.99,1188.99
ORD-0000397,CUST-000587,2023-01-19,delivered,2023-01-21,2023-01-26,US,CARR-003,USPS,,4,973.00,38.33,1011.33
ORD-0000398,CUST-000172,2024-05-29,delivered,2024-05-30,2024-06-03,GB,CARR-004,DHL,,1,219.00,20.31,239.31
ORD-0000399,CUST-000250,2023-10-16,processing,,,CA,CARR-002,FedEx,,3,347.00,12.61,359.61
ORD-0000400,CUST-000372,2024-05-21,delivered,2024-05-24,2024-05-29,CA,CARR-004,DHL,,2,230.00,25.08,255.08
ORD-0000401,CUST-000636,2024-11-24,delivered,2024-11-27,2024-12-02,CA,CARR-004,DHL,,2,2052.00,21.61,2073.61
ORD-0000402,CUST-000020,2023-06-20,shipped,2023-06-24,,BR,CARR-006,Sedex,,1,345.00,21.09,366.09
ORD-0000403,CUST-000069,2026-02-06,returned,2026-02-07,2026-02-13,GB,CARR-003,USPS,,2,588.00,32.61,620.61
ORD-0000404,CUST-000740,2025-10-08,returned,2025-10-10,2025-10-18,IT,CARR-001,UPS,,3,943.00,4.28,947.28
ORD-0000405,CUST-000143,2023-11-30,delivered,2023-12-02,2023-12-07,AR,CARR-003,USPS,,1,104.00,7.78,111.78
ORD-0000406,CUST-000768,2024-01-08,delivered,2024-01-09,2024-01-17,CA,CARR-005,Correios,,1,81.00,6.89,87.89
ORD-0000407,CUST-000658,2025-11-25,returned,2025-11-28,2025-12-05,GB,CARR-009,Aramex,,2,88.00,9.17,97.17
ORD-0000408,CUST-000383,2024-11-27,delivered,2024-11-28,2024-12-06,FR,CARR-005,Correios,,3,784.00,19.98,803.98
ORD-0000409,CUST-000347,2023-07-18,delivered,2023-07-20,2023-07-25,GB,CARR-004,DHL,,2,168.00,22.98,190.98
ORD-0000410,CUST-000331,2024-11-20,delivered,2024-11-23,2024-11-26,JP,CARR-002,FedEx,,4,872.00,7.75,879.75
ORD-0000411,CUST-000681,2026-03-29,shipped,2026-03-30,,ES,CARR-002,FedEx,,4,1061.00,27.12,1088.12
ORD-0000412,CUST-000586,2026-03-07,delivered,2026-03-09,2026-03-16,PT,CARR-009,Aramex,,4,446.00,25.01,471.01
ORD-0000413,CUST-000051,2025-09-01,delivered,2025-09-04,2025-09-08,IT,CARR-004,DHL,,2,1270.00,7.16,1277.16
ORD-0000414,CUST-000500,2025-05-02,delivered,2025-05-06,2025-05-11,DE,CARR-008,Loomis,,1,1692.00,23.55,1715.55
ORD-0000415,CUST-000767,2024-12-29,delivered,2025-01-01,2025-01-05,AR,CARR-001,UPS,,1,1434.00,33.26,1467.26
ORD-0000416,CUST-000760,2025-04-25,processing,,,ES,CARR-007,Royal Mail,,3,783.00,28.92,811.92
ORD-0000417,CUST-000120,2026-01-26,delivered,2026-01-29,2026-02-04,IT,CARR-008,Loomis,,1,208.00,25.81,233.81
ORD-0000418,CUST-000473,2025-06-15,delivered,2025-06-17,2025-06-23,US,CARR-003,USPS,,4,723.00,35.82,758.82
ORD-0000419,CUST-000381,2025-07-24,returned,2025-07-27,2025-08-03,AU,CARR-009,Aramex,,2,678.00,7.95,685.95
ORD-0000420,CUST-000007,2024-11-21,returned,2024-11-22,2024-11-26,AU,CARR-001,UPS,,2,402.00,21.53,423.53
ORD-0000421,CUST-000115,22/11/2024,delivered,2024-11-26,2024-12-05,FR,CARR-007,Royal Mail,,2,1014.00,30.55,1044.55
ORD-0000422,CUST-000193,2023-04-10,delivered,2023-04-14,2023-04-24,MX,CARR-008,Loomis,,2,1126.00,7.28,1133.28
ORD-0000423,CUST-000768,2026-04-12,shipped,2026-04-13,,CA,CARR-009,Aramex,,3,1063.00,27.08,1090.08
ORD-0000424,CUST-000042,2023-06-24,cancelled,,,DE,,,,1,192.00,33.17,225.17
