order_id,line_no,product_id,seller_id,quantity,unit_price,line_total
ORD-0000352,3,PROD-000443,SELLER-0102,1,164.00,164.00
ORD-0000352,4,PROD-000858,SELLER-0173,1,70.00,70.00
ORD-0000353,1,PROD-000414,SELLER-0064,3,50.00,150.00
ORD-0000353,2,PROD-000934,SELLER-0165,1,31.00,31.00
ORD-0000353,3,PROD-000869,SELLER-0139,1,173.00,173.00
ORD-0000353,4,PROD-000079,SELLER-0136,1,793.00,793.00
ORD-0000354,1,PROD-000211,SELLER-0059,1,623.00,623.00
ORD-0000354,2,PROD-000385,SELLER-0137,3,131.00,393.00
ORD-0000354,3,PROD-000280,SELLER-0182,1,750.00,750.00
ORD-0000355,1,PROD-000704,SELLER-0180,1,9.00,9.00
ORD-0000356,1,PROD-000283,SELLER-0095,1,15.00,15.00
ORD-0000357,1,PROD-000383,SELLER-0103,2,547.00,1094.00
ORD-0000357,2,PROD-000762,SELLER-0088,1,193.00,193.00
ORD-0000357,3,PROD-000942,SELLER-0159,3,301.00,903.00
ORD-0000357,4,PROD-000526,SELLER-0040,1,710.00,710.00
ORD-0000358,1,PROD-000593,SELLER-0031,1,55.00,55.00
ORD-0000358,2,PROD-000023,SELLER-0018,2,15.00,30.00
ORD-0000358,3,PROD-000660,SELLER-0193,3,32.00,96.00
ORD-0000359,1,PROD-000882,SELLER-0134,2,365.00,730.00
ORD-0000360,1,PROD-000672,SELLER_0027,1,134.00,134.00
ORD-0000361,1,PROD-000463,SELLER-0153,1,203.00,203.00
ORD-0000362,1,PROD-000335,SELLER-0015,2,719.00,1438.00
ORD-0000362,2,PROD-000691,SELLER-0150,2,92.00,184.00
ORD-0000362,3,PROD-000453,SELLER-0077,1,113.00,113.00
ORD-0000363,1,PROD-000135,SELLER-0094,2,30.00,60.00
ORD-0000363,2,PROD-000076,SELLER-0169,1,180.00,180.00
ORD-0000363,3,PROD-000010,SELLER_0101,3,191.00,573.00
ORD-0000364,1,PROD-000546,SELLER-0075,2,114.00,228.00
ORD-0000364,2,PROD-000564,SELLER-0019,2,183.00,366.00
ORD-0000364,3,PROD-000911,SELLER-0120,2,662.00,1324.00
ORD-0000364,4,PROD-000683,SELLER-0194,2,-20.00,-40.00
ORD-0000365,1,PROD-000284,SELLER-0140,1,390.00,390.00
ORD-0000366,1,PROD-000997,SELLER-0003,3,991.00,2973.00
ORD-0000366,2,PROD-000198,SELLER-0066,2,56.00,112.00
ORD-0000366,3,PROD-000590,SELLER-0114,1,172.00,172.00
ORD-0000367,1,PROD-000570,SELLER-0068,1,1179.00,1179.00
ORD-0000367,2,PROD-000750,SELLER-0017,3,94.00,282.00
ORD-0000367,3,PROD-000975,SELLER-0014,3,49.00,147.00
ORD-0000368,1,PROD-000568,SELLER-0116,2,982.00,1964.00
ORD-0000368,2,PROD-000612,SELLER-9999,2,34.00,68.00
ORD-0000368,3,PROD-000145,SELLER-0108,1,799.00,799.00
ORD-0000368,4,PROD-000501,SELLER-0154,1,43.00,43.00
ORD-0000369,1,PROD-000706,SELLER-0078,3,366.00,1098.00
ORD-0000369,2,PROD-000166,SELLER-0026,2,28.00,56.00
ORD-0000370,1,PROD-000718,SELLER-0022,1,451.00,451.00
ORD-0000371,1,PROD-000594,SELLER-0069,2,306.00,612.00
ORD-0000372,1,PROD-000587,SELLER-0097,2,124.00,248.00
ORD-0000372,2,PROD-000366,SELLER-0071,2,395.00,790.00
ORD-0000372,3,PROD-000252,SELLER-0057,2,20.00,40.00
ORD-0000372,4,PROD-000809,SELLER-0159,2,33.00,66.00
ORD-0000373,1,PROD-000561,SELLER-0016,2,198.00,396.00
ORD-0000373,2,PROD-000852,SELLER-0003,2,114.00,228.00
ORD-0000373,3,PROD-000569,SELLER-0015,1,55.00,55.00
ORD-0000373,4,PROD-000759,SELLER-0126,3,291.00,873.00
ORD-0000374,1,PROD-000342,SELLER-0183,3,45.00,135.00
ORD-0000374,2,PROD-000843,SELLER-0075,1,378.00,378.00
ORD-0000374,3,PROD-000550,SELLER-0177,3,217.00,651.00
ORD-0000375,1,PROD-000490,SELLER-0014,1,60.00,60.00
ORD-0000375,2,PROD-000029,SELLER-0119,1,178.00,178.00
ORD-0000375,3,PROD-000758,SELLER-0026,1,153.00,153.00
ORD-0000375,4,PROD-000047,SELLER-0030,1,508.00,508.00
ORD-0000376,1,PROD-000152,SELLER-0033,2,36.00,72.00
ORD-0000376,2,PROD-000141,SELLER-0156,2,-784.00,-1568.00
ORD-0000376,3,PROD-000104,SELLER-0021,1,239.00,239.00
ORD-0000376,4,PROD-000139,SELLER-0120,3,33.00,99.00
ORD-0000377,1,PROD-000164,SELLER-0079,1,239.00,239.00
ORD-0000377,2,PROD-000118,SELLER-0041,3,15.00,45.00
ORD-0000377,3,PROD-000900,SELLER-0149,2,72.00,144.00
ORD-0000377,4,PROD-000918,SELLER-0118,3,59.00,177.00
ORD-0000378,1,PROD-000873,SELLER-0152,1,152.00,152.00
ORD-0000378,2,PROD-000058,SELLER-0023,2,40.00,80.00
ORD-0000379,1,PROD-000821,SELLER-0068,1,1085.00,1085.00
ORD-0000380,1,PROD-000420,SELLER-0149,2,45.00,90.00
ORD-0000380,2,PROD-000953,SELLER-0160,1,162.00,162.00
ORD-0000380,3,PROD-000022,SELLER-0070,3,95.00,285.00
ORD-0000381,1,PROD-000433,SELLER-0119,3,34.00,102.00
ORD-0000381,2,PROD-000027,SELLER-0151,2,78.00,156.00
ORD-0000382,1,PROD-000347,SELLER-0025,2,796.00,1592.00
ORD-0000382,2,PROD-000177,SELLER-0085,2,652.00,1304.00
ORD-0000382,3,PROD-000986,SELLER-0105,3,26.00,78.00
ORD-0000383,1,PROD-000896,SELLER-9999,2,933.00,1866.00
ORD-0000383,2,PROD-000704,SELLER-0180,2,9.00,18.00
ORD-0000383,3,PROD-000748,SELLER-0011,2,81.00,162.00
ORD-0000384,1,PROD-000992,SELLER-0155,3,399.00,1197.00
ORD-0000385,1,PROD-000246,SELLER-0059,2,42.00,84.00
ORD-0000386,1,PROD-000681,SELLER-0153,1,525.00,525.00
ORD-0000386,2,PROD-000566,SELLER-0145,3,250.00,750.00
ORD-0000387,1,PROD-000493,SELLER-0147,3,50.00,150.00
ORD-0000388,1,PROD-000911,SELLER-0120,3,662.00,1986.00
ORD-0000388,2,PROD-000091,SELLER-9999,2,854.00,1708.00
ORD-0000388,3,PROD-000943,SELLER-0108,1,210.00,210.00
ORD-0000388,4,PROD-000041,SELLER-0064,2,1105.00,2210.00
ORD-0000389,1,PROD-000862,SELLER-0022,1,93.00,93.00
ORD-0000390,1,PROD-000738,SELLER_0132,1,51.00,51.00
ORD-0000390,2,PROD-000244,SELLER-0009,3,130.00,390.00
ORD-0000390,3,PROD-000681,SELLER-0153,1,525.00,525.00
ORD-0000391,1,PROD-000341,SELLER-0085,3,52.00,156.00
ORD-0000391,2,PROD-000256,SELLER-0075,2,154.00,308.00
ORD-0000391,3,PROD-000411,SELLER-0127,1,231.00,231.00
ORD-0000391,4,PROD-000960,SELLER_0132,2,73.00,146.00
ORD-0000392,1,PROD-000299,SELLER-0058,2,31.00,62.00
ORD-0000392,2,PROD-000676,SELLER-0096,2,535.00,1070.00
ORD-0000392,3,PROD-000843,SELLER-0075,2,378.00,756.00
ORD-0000393,1,PROD-000369,SELLER-0162,1,102.00,102.00
ORD-0000393,2,PROD-000214,SELLER-0047,1,42.00,42.00
ORD-0000393,3,PROD-000141,SELLER-0156,2,-784.00,-1568.00
ORD-0000394,1,PROD-000525,SELLER-0016,1,133.00,133.00
ORD-0000394,2,PROD-000252,SELLER-0057,3,20.00,60.00
ORD-0000394,3,PROD-000805,SELLER_0072,3,18.00,54.00
ORD-0000394,4,PROD-000278,SELLER-0029,2,45.00,90.00
ORD-0000395,1,PROD-000367,SELLER-0073,2,100.00,200.00
ORD-0000396,1,PROD-000375,SELLER-0176,2,115.00,230.00
ORD-0000396,2,PROD-000936,SELLER-0039,3,106.00,318.00
ORD-0000396,3,PROD-000077,SELLER-0121,3,204.00,612.00
ORD-0000397,1,PROD-000556,SELLER-0057,2,192.00,384.00
ORD-0000397,2,PROD-000632,SELLER-0153,1,81.00,81.00
ORD-0000397,3,PROD-000168,SELLER-0183,2,225.00,450.00
ORD-0000397,4,PROD-000637,SELLER-0174,2,29.00,58.00
ORD-0000398,1,PROD-000960,SELLER_0132,3,73.00,219.00
ORD-0000399,1,PROD-000540,SELLER-0135,1,205.00,205.00
ORD-0000399,2,PROD-000596,SELLER-0030,2,11.00,22.00
ORD-0000399,3,PROD-000941,SELLER-0061,1,120.00,120.00
ORD-0000400,1,PROD-000626,SELLER-0085,1,56.00,56.00
ORD-0000400,2,PROD-000469,SELLER-0115,1,174.00,174.00
ORD-0000401,1,PROD-000468,SELLER-0035,2,374.00,748.00
ORD-0000401,2,PROD-000177,SELLER-0085,2,652.00,1304.00
ORD-0000402,1,PROD-000375,SELLER-0176,3,115.00,345.00
ORD-0000403,1,PROD-000249,SELLER-0141,1,69.00,69.00
ORD-0000403,2,PROD-000063,SELLER-0021,3,173.00,519.00
ORD-0000404,1,PROD-000963,SELLER-0140,3,20.00,60.00
ORD-0000404,2,PROD-000049,SELLER-0176,2,422.00,844.00
ORD-0000404,3,PROD-000247,SELLER-0013,3,13.00,39.00
ORD-0000405,1,PROD-000315,SELLER-0102,2,52.00,104.00
ORD-0000406,1,PROD-000073,SELLER-0031,3,27.00,81.00
ORD-0000407,1,PROD-000683,SELLER-0194,3,-20.00,-60.00
ORD-0000407,2,PROD-000976,SELLER-0058,1,148.00,148.00
ORD-0000408,1,PROD-000065,SELLER-0081,2,116.00,232.00
ORD-0000408,2,PROD-000726,SELLER-0197,2,33.00,66.00
ORD-0000408,3,PROD-000953,SELLER-0160,3,162.00,486.00
ORD-0000409,1,PROD-000304,SELLER-0084,1,84.00,84.00
ORD-0000409,2,PROD-000645,SELLER-0050,3,28.00,84.00
ORD-0000410,1,PROD-000971,SELLER-0052,2,111.00,222.00
ORD-0000410,2,PROD-000661,SELLER-0053,1,26.00,26.00
ORD-0000410,3,PROD-000832,SELLER-0006,3,163.00,489.00
ORD-0000410,4,PROD-000533,SELLER-0024,1,135.00,135.00
ORD-0000411,1,PROD-000247,SELLER-0013,1,13.00,13.00
ORD-0000411,2,PROD-000674,SELLER-0010,1,44.00,44.00
ORD-0000411,3,PROD-000964,SELLER-0008,2,51.00,102.00
ORD-0000411,4,PROD-000181,SELLER-0057,2,451.00,902.00
ORD-0000412,1,PROD-000932,SELLER-0035,2,160.00,320.00
ORD-0000412,2,PROD-000502,SELLER-0120,1,55.00,55.00
ORD-0000412,3,PROD-000436,SELLER_0187,1,21.00,21.00
ORD-0000412,4,PROD-000241,SELLER-0123,2,25.00,50.00
ORD-0000413,1,PROD-000417,SELLER-0079,2,413.00,826.00
ORD-0000413,2,PROD-000543,SELLER-0109,2,222.00,444.00
ORD-0000414,1,PROD-000307,SELLER-0170,3,564.00,1692.00
ORD-0000415,1,PROD-000720,SELLER-0043,3,478.00,1434.00
ORD-0000416,1,PROD-000366,SELLER-0071,1,395.00,395.00
ORD-0000416,2,PROD-000344,SELLER-0065,3,30.00,90.00
ORD-0000416,3,PROD-000089,SELLER-0071,2,149.00,298.00
ORD-0000417,1,PROD-000248,SELLER-0012,2,104.00,208.00
ORD-0000418,1,PROD-000369,SELLER-0162,3,102.00,306.00
ORD-0000418,2,PROD-000559,SELLER-0065,1,84.00,84.00
ORD-0000418,3,PROD-000223,SELLER-0019,1,75.00,75.00
ORD-0000418,4,PROD-000732,SELLER-0179,3,86.00,258.00
ORD-0000419,1,PROD-000661,SELLER-0053,3,26.00,78.00
ORD-0000419,2,PROD-000909,SELLER-0035,3,200.00,600.00
ORD-0000420,1,PROD-000031,SELLER-0075,3,83.00,249.00
ORD-0000420,2,PROD-000758,SELLER-0026,1,153.00,153.00
ORD-0000421,1,PROD-000465,SELLER-0092,3,285.00,855.00
ORD-0000421,2,PROD-000863,SELLER-0035,3,53.00,159.00
ORD-0000422,1,PROD-000730,SELLER-0193,1,32.00,32.00
ORD-0000422,2,PROD-000383,SELLER-0103,2,547.00,1094.00
ORD-0000423,1,PROD-000993,SELLER-0015,2,304.00,608.00
ORD-0000423,2,PROD-000421,SELLER-0117,3,126.00,378.00
ORD-0000423,3,PROD-000081,SELLER-0136,1,77.00,77.00
ORD-0000424,1,PROD-000835,SELLER-0025,2,96.00,192.00
ORD-0000425,1,PROD-000765,SELLER-0066,3,90.00,270.00
ORD-0000426,1,PROD-000466,SELLER-0024,1,166.00,166.00
ORD-0000426,2,PROD-000838,SELLER-0082,3,61.00,183.00
ORD-0000427,1,PROD-000598,SELLER-0015,3,357.00,1071.00
ORD-0000427,2,PROD-000393,SELLER-0143,3,984.00,2952.00
ORD-0000427,3,PROD-000449,SELLER-0142,1,153.00,153.00
ORD-0000427,4,PROD-000900,SELLER-0149,3,72.00,216.00
ORD-0000428,1,PROD-000664,SELLER-0153,2,28.00,56.00
ORD-0000429,1,PROD-000256,SELLER-0075,1,154.00,154.00
ORD-0000429,2,PROD-000064,SELLER-0180,2,1006.00,2012.00
ORD-0000429,3,PROD-000335,SELLER-0015,1,719.00,719.00
ORD-0000429,4,PROD-000774,SELLER-0040,3,124.00,372.00
ORD-0000430,1,PROD-000534,SELLER-0064,2,38.00,76.00
ORD-0000430,2,PROD-000434,SELLER-0185,3,110.00,330.00
ORD-0000430,3,PROD-000994,SELLER-0019,2,144.00,288.00
ORD-0000430,4,PROD-000281,SELLER-0109,1,139.00,139.00
ORD-0000431,1,PROD-000207,SELLER-0094,2,132.00,264.00
ORD-0000431,2,PROD-000589,SELLER-0131,1,31.00,31.00
ORD-0000431,3,PROD-000059,SELLER-0013,1,448.00,448.00
ORD-0000432,1,PROD-000650,SELLER-0117,1,581.00,581.00
ORD-0000433,1,PROD-000786,SELLER-0039,2,-153.00,-306.00
ORD-0000434,1,PROD-000175,SELLER-0197,1,244.00,244.00
ORD-0000435,1,PROD-000104,SELLER-0021,1,239.00,239.00
ORD-0000435,2,PROD-000942,SELLER-0159,2,301.00,602.00
ORD-0000436,1,PROD-000963,SELLER-0140,1,20.00,20.00
ORD-0000436,2,PROD-000139,SELLER-0120,1,33.00,33.00
ORD-0000436,3,PROD-000812,SELLER-0021,3,420.00,1260.00
ORD-0000437,1,PROD-000809,SELLER-0159,2,33.00,66.00
ORD-0000437,2,PROD-000761,SELLER-0139,3,101.00,303.00
ORD-0000438,1,PROD-000904,SELLER-0105,3,82.00,246.00
ORD-0000438,2,PROD-000067,SELLER-0064,3,51.00,153.00
ORD-0000438,3,PROD-000989,SELLER-0200,3,257.00,771.00
ORD-0000438,4,PROD-000529,SELLER-0168,2,244.00,488.00
ORD-0000439,1,PROD-000064,SELLER-0180,1,1006.00,1006.00
ORD-0000440,1,PROD-000642,SELLER-0129,3,220.00,660.00
ORD-0000440,2,PROD-000877,SELLER-0186,3,16.00,48.00
ORD-0000440,3,PROD-000074,SELLER-0191,1,28.00,28.00
ORD-0000440,4,PROD-000236,SELLER_0063,3,225.00,675.00
ORD-0000441,1,PROD-000395,SELLER-0154,1,171.00,171.00
ORD-0000441,2,PROD-000321,SELLER-0159,3,357.00,1071.00
ORD-0000441,3,PROD-000053,SELLER-0024,1,81.00,81.00
ORD-0000441,4,PROD-000488,SELLER_0187,3,241.00,723.00
ORD-0000442,1,PROD-000844,SELLER-0056,2,58.00,116.00
ORD-0000442,2,PROD-000782,SELLER-0110,2,89.00,178.00
ORD-0000442,3,PROD-000710,SELLER-0190,1,839.00,839.00
ORD-0000443,1,PROD-000627,SELLER-0199,1,58.00,58.00
ORD-0000443,2,PROD-000939,SELLER-0159,1,80.00,80.00
ORD-0000443,3,PROD-000929,SELLER-0030,2,46.00,92.00
ORD-0000443,4,PROD-000009,SELLER-0169,1,53.00,53.00
ORD-0000444,1,PROD-000157,SELLER-0141,3,308.00,924.00
ORD-0000444,2,PROD-000935,SELLER-0195,3,382.00,1146.00
ORD-0000445,1,PROD-000178,SELLER-0077,1,36.00,36.00
ORD-0000445,2,PROD-000976,SELLER-0058,2,148.00,296.00
ORD-0000445,3,PROD-000840,SELLER-0091,1,113.00,113.00
ORD-0000445,4,PROD-000389,SELLER-0181,3,125.00,375.00
ORD-0000446,1,PROD-000748,SELLER-0011,1,81.00,81.00
ORD-0000446,2,PROD-000106,SELLER-0073,1,23.00,23.00
ORD-0000446,3,PROD-000965,SELLER-0139,2,92.00,184.00
ORD-0000447,1,PROD-000548,SELLER-0011,3,370.00,1110.00
ORD-0000448,1,PROD-000086,SELLER-0151,1,40.00,40.00
ORD-0000449,1,PROD-000764,SELLER-0164,3,120.00,360.00
ORD-0000449,2,PROD-000783,SELLER-0065,1,120.00,120.00
ORD-0000449,3,PROD-000125,SELLER-0087,2,358.00,716.00
ORD-0000450,1,PROD-000785,SELLER-0058,1,34.00,34.00
ORD-0000451,1,PROD-000004,SELLER_0132,2,649.00,1298.00
ORD-0000452,1,PROD-000971,SELLER-0052,2,111.00,222.00
ORD-0000452,2,PROD-000450,SELLER-0173,1,15.00,15.00
ORD-0000452,3,PROD-000326,SELLER-0108,1,36.00,36.00
ORD-0000452,4,PROD-000354,SELLER-0143,1,38.00,38.00
ORD-0000453,1,PROD-000886,SELLER-0174,2,214.00,428.00
ORD-0000454,1,PROD-000864,SELLER-0146,1,29.00,29.00
ORD-0000455,1,PROD-000058,SELLER-0023,2,40.00,80.00
ORD-0000455,2,PROD-000421,SELLER-0117,3,126.00,378.00
ORD-0000455,3,PROD-000053,SELLER-0024,2,81.00,162.00
ORD-0000456,1,PROD-000318,SELLER-0130,2,136.00,272.00
ORD-0000456,2,PROD-000700,SELLER-0142,2,502.00,1004.00
ORD-0000456,3,PROD-000766,SELLER-0092,2,257.00,514.00
ORD-0000456,4,PROD-000768,SELLER-0053,1,86.00,86.00
ORD-0000457,1,PROD-000185,SELLER-0042,2,584.00,1168.00
ORD-0000457,2,PROD-000522,SELLER-0059,2,207.00,414.00
ORD-0000458,1,PROD-000111,SELLER-0056,2,46.00,92.00
ORD-0000458,2,PROD-000504,SELLER-0147,2,392.00,784.00
ORD-0000458,3,PROD-000656,SELLER-0057,1,932.00,932.00
ORD-0000459,1,PROD-000973,SELLER-0037,3,57.00,171.00
ORD-0000459,2,PROD-000761,SELLER-0139,3,101.00,303.00
ORD-0000460,1,PROD-000579,SELLER-0006,1,781.00,781.00
ORD-0000460,2,PROD-000114,SELLER-0129,3,108.00,324.00
ORD-0000460,3,PROD-000035,SELLER-0161,1,431.00,431.00
ORD-0000460,4,PROD-000855,SELLER-0103,2,26.00,52.00
ORD-0000461,1,PROD-000636,SELLER-0083,1,65.00,65.00
ORD-0000461,2,PROD-000065,SELLER-0081,1,116.00,116.00
ORD-0000461,3,PROD-000809,SELLER-0159,3,33.00,99.00
ORD-0000462,1,PROD-000764,SELLER-0164,3,120.00,360.00
ORD-0000463,1,PROD-000597,SELLER-0160,2,14.00,28.00
ORD-0000463,2,PROD-000431,SELLER-0053,1,281.00,281.00
ORD-0000463,3,PROD-000976,SELLER-0058,3,148.00,444.00
ORD-0000463,4,PROD-000822,SELLER-0039,1,90.00,90.00
ORD-0000464,1,PROD-000002,SELLER-0013,1,56.00,56.00
ORD-0000464,2,PROD-000670,SELLER-0073,3,400.00,1200.00
ORD-0000464,3,PROD-000159,SELLER-0032,1,29.00,29.00
ORD-0000465,1,PROD-000044,SELLER-0091,2,49.00,98.00
ORD-0000465,2,PROD-000716,SELLER-0001,3,219.00,657.00
ORD-0000465,3,PROD-000420,SELLER-0149,2,45.00,90.00
ORD-0000466,1,PROD-000422,SELLER-9999,2,60.00,120.00
ORD-0000467,1,PROD-000418,SELLER-0117,1,82.00,82.00
ORD-0000467,2,PROD-000914,SELLER-0147,2,182.00,364.00
ORD-0000468,1,PROD-000389,SELLER-0181,3,125.00,375.00
ORD-0000469,1,PROD-000331,SELLER-0039,3,37.00,111.00
ORD-0000469,2,PROD-000017,SELLER-0141,3,-22.00,-66.00
ORD-0000470,1,PROD-000526,SELLER-0040,2,710.00,1420.00
ORD-0000470,2,PROD-000759,SELLER-0126,1,291.00,291.00
ORD-0000470,3,PROD-000484,SELLER-0112,3,191.00,573.00
ORD-0000470,4,PROD-000699,SELLER-0005,1,115.00,115.00
ORD-0000471,1,PROD-000638,SELLER-0174,1,283.00,283.00
ORD-0000471,2,PROD-000530,SELLER-0113,1,41.00,41.00
ORD-0000471,3,PROD-000646,SELLER-0014,1,537.00,537.00
ORD-0000471,4,PROD-000038,SELLER-0045,2,144.00,288.00
ORD-0000472,1,PROD-000348,SELLER-0160,2,14.00,28.00
ORD-0000472,2,PROD-000402,SELLER-0123,2,23.00,46.00
ORD-0000472,3,PROD-000820,SELLER-0184,1,600.00,600.00
ORD-0000473,1,PROD-000481,SELLER-0018,2,483.00,966.00
ORD-0000474,1,PROD-000380,SELLER-0119,1,506.00,506.00
ORD-0000474,2,PROD-000999,SELLER-0164,1,537.00,537.00
ORD-0000474,3,PROD-000840,SELLER-0091,1,113.00,113.00
ORD-0000474,4,PROD-000298,SELLER-0006,1,60.00,60.00
ORD-0000475,1,PROD-000416,SELLER-0131,1,475.00,475.00
ORD-0000476,1,PROD-000472,SELLER-0190,1,294.00,294.00
ORD-0000476,2,PROD-000571,SELLER-0068,1,14.00,14.00
ORD-0000476,3,PROD-000595,SELLER-0038,1,81.00,81.00
ORD-0000476,4,PROD-000139,SELLER-0120,3,33.00,99.00
ORD-0000476,5,PROD-000007,SELLER-0138,1,915.00,915.00
ORD-0000477,1,PROD-000954,SELLER_0101,2,17.00,34.00
ORD-0000478,1,PROD-000558,SELLER-0139,3,86.00,258.00
ORD-0000479,1,PROD-000871,SELLER-0054,2,160.00,320.00
ORD-0000480,1,PROD-000622,SELLER-0140,3,68.00,204.00
ORD-0000480,2,PROD-000912,SELLER-0067,2,493.00,986.00
ORD-0000481,1,PROD-000591,SELLER-0079,1,576.00,576.00
ORD-0000481,2,PROD-000601,SELLER-0059,3,65.00,195.00
ORD-0000481,3,PROD-000208,SELLER_0101,3,186.00,558.00
ORD-0000482,1,PROD-000170,SELLER-0067,1,195.00,195.00
ORD-0000482,2,PROD-000817,SELLER-0167,3,87.00,261.00
ORD-0000482,3,PROD-000739,SELLER-0062,2,29.00,58.00
ORD-0000483,1,PROD-000248,SELLER-0012,1,104.00,104.00
ORD-0000483,2,PROD-000311,SELLER_0086,3,227.00,681.00
ORD-0000483,3,PROD-000280,SELLER-0182,2,750.00,1500.00
ORD-0000484,1,PROD-000235,SELLER-0084,3,102.00,306.00
ORD-0000484,2,PROD-000845,SELLER-0169,2,162.00,324.00
ORD-0000485,1,PROD-000400,SELLER-0090,1,366.00,366.00
ORD-0000485,2,PROD-000622,SELLER-0140,2,68.00,136.00
ORD-0000486,1,PROD-000046,SELLER-9999,2,318.00,636.00
ORD-0000486,2,PROD-000381,SELLER-0082,2,534.00,1068.00
ORD-0000487,1,PROD-000268,SELLER-0127,3,9.00,27.00
ORD-0000487,2,PROD-000925,SELLER-0012,1,186.00,186.00
ORD-0000488,1,PROD-000988,SELLER-0193,1,54.00,54.00
ORD-0000488,2,PROD-000968,SELLER-0058,2,384.00,768.00
ORD-0000488,3,PROD-000764,SELLER-0164,3,120.00,360.00
ORD-0000488,4,PROD-000857,SELLER-0066,2,80.00,160.00
ORD-0000489,1,PROD-000947,SELLER_0063,2,212.00,424.00
ORD-0000489,2,PROD-000514,SELLER-0045,2,38.00,76.00
ORD-0000490,1,PROD-000961,SELLER-0097,2,91.00,182.00
ORD-0000490,2,PROD-000964,SELLER-0008,1,51.00,51.00
ORD-0000490,3,PROD-000373,SELLER-0146,2,16.00,32.00
ORD-0000491,1,PROD-000643,SELLER-0118,3,475.00,1425.00
ORD-0000491,2,PROD-000457,SELLER-0068,3,27.00,81.00
ORD-0000491,3,PROD-000199,SELLER-0075,2,799.00,1598.00
ORD-0000492,1,PROD-000642,SELLER-0129,3,220.00,660.00
ORD-0000492,2,PROD-000354,SELLER-0143,3,38.00,114.00
ORD-0000492,3,PROD-000963,SELLER-0140,2,20.00,40.00
ORD-0000492,4,PROD-000340,SELLER-0105,3,503.00,1509.00
ORD-0000493,1,PROD-000958,SELLER-0097,3,354.00,1062.00
ORD-0000494,1,PROD-000484,SELLER-0112,2,191.00,382.00
ORD-0000494,2,PROD-000909,SELLER-0035,1,200.00,200.00
ORD-0000495,1,PROD-000293,SELLER-0166,3,78.00,234.00
ORD-0000496,1,PROD-000982,SELLER-0021,1,64.00,64.00
ORD-0000496,2,PROD-000278,SELLER-0029,2,45.00,90.00
ORD-0000496,3,PROD-000644,SELLER-0141,2,63.00,126.00
ORD-0000497,1,PROD-000249,SELLER-0141,3,69.00,207.00
ORD-0000497,2,PROD-000088,SELLER-0081,2,184.00,368.00
ORD-0000498,1,PROD-000330,SELLER-0108,3,146.00,438.00
ORD-0000498,2,PROD-000401,SELLER-0017,3,98.00,294.00
ORD-0000499,1,PROD-000157,SELLER-0141,1,308.00,308.00
ORD-0000499,2,PROD-000830,SELLER-0115,1,1181.00,1181.00
ORD-0000500,1,PROD-000580,SELLER-0058,2,538.00,1076.00
ORD-0000500,2,PROD-000119,SELLER-0034,1,819.00,819.00
ORD-0000500,3,PROD-000015,SELLER-0022,3,80.00,240.00
ORD-0000500,4,PROD-000190,SELLER-0197,2,798.00,1596.00
ORD-0000501,1,PROD-000870,SELLER_0072,1,776.00,776.00
ORD-0000501,2,PROD-000917,SELLER-0034,2,1088.00,2176.00
ORD-0000502,1,PROD-000658,SELLER-9999,1,461.00,461.00
ORD-0000503,1,PROD-000988,SELLER-0193,3,54.00,162.00
ORD-0000503,2,PROD-000163,SELLER-0109,3,66.00,198.00
ORD-0000503,3,PROD-000277,SELLER-0142,3,11.00,33.00
ORD-0000503,4,PROD-000974,SELLER-0071,3,52.00,156.00
ORD-0000504,1,PROD-000575,SELLER-0092,1,40.00,40.00
ORD-0000504,2,PROD-000790,SELLER-0104,3,52.00,156.00
ORD-0000504,3,PROD-000252,SELLER-0057,2,20.00,40.00
ORD-0000504,4,PROD-000729,SELLER-0175,3,1036.00,3108.00
ORD-0000505,1,PROD-000319,SELLER-0146,3,690.00,2070.00
ORD-0000505,2,PROD-000273,SELLER-0131,3,690.00,2070.00
ORD-0000505,3,PROD-000683,SELLER-0194,1,-20.00,-20.00
ORD-0000505,4,PROD-000242,SELLER-0009,2,172.00,344.00
ORD-0000506,1,PROD-000824,SELLER-0111,1,23.00,23.00
ORD-0000506,2,PROD-000955,SELLER-0029,1,434.00,434.00
ORD-0000506,3,PROD-000041,SELLER-0064,1,1105.00,1105.00
ORD-0000506,4,PROD-000047,SELLER-0030,1,508.00,508.00
ORD-0000507,1,PROD-000226,SELLER-0023,3,20.00,60.00
ORD-0000507,2,PROD-000452,SELLER-0175,1,37.00,37.00
ORD-0000507,3,PROD-000412,SELLER-0100,1,231.00,231.00
ORD-0000508,1,PROD-000469,SELLER-0115,1,174.00,174.00
ORD-0000508,2,PROD-000315,SELLER-0102,1,52.00,52.00
ORD-0000508,3,PROD-000314,SELLER-0018,2,176.00,352.00
ORD-0000509,1,PROD-000989,SELLER-0200,2,257.00,514.00
ORD-0000509,2,PROD-000242,SELLER-0009,1,172.00,172.00
ORD-0000509,3,PROD-000883,SELLER_0086,2,89.00,178.00
ORD-0000509,4,PROD-000716,SELLER-0001,3,219.00,657.00
ORD-0000510,1,PROD-000402,SELLER-0123,2,23.00,46.00
ORD-0000510,2,PROD-000395,SELLER-0154,1,171.00,171.00
ORD-0000511,1,PROD-000381,SELLER-0082,1,534.00,534.00
ORD-0000511,2,PROD-000102,SELLER-0150,3,239.00,717.00
ORD-0000511,3,PROD-000360,SELLER-0074,1,448.00,448.00
