event_id,order_id,carrier_id,event_type,event_at
SHIP-00004970,ORD-0001308,CARR-003,order_created,2025-11-25 10:06:12
SHIP-00004971,ORD-0001308,CARR-003,label_printed,2025-11-25 12:06:12
SHIP-00004972,ORD-0001308,CARR-003,handed_to_carrier,2025-11-25 18:06:12
SHIP-00004973,ORD-0001308,CARR-003,in_transit,2025-11-26 10:06:12
SHIP-00004974,ORD-0001308,CARR-003,delivered,2025-12-02 10:06:12
SHIP-00004975,ORD-0001309,CARR-004,order_created,2024-12-21 15:14:46
SHIP-00004976,ORD-0001309,CARR-004,label_printed,2024-12-21 17:14:46
SHIP-00004977,ORD-0001309,CARR-004,handed_to_carrier,2024-12-21 23:14:46
SHIP-00004978,ORD-0001309,CARR-004,in_transit,2024-12-22 15:14:46
SHIP-00004979,ORD-0001309,CARR-004,delivered,2024-12-28 15:14:46
SHIP-00004980,ORD-0001310,CARR-007,order_created,2024-12-28 15:59:07
SHIP-00004981,ORD-0001310,CARR-007,label_printed,2024-12-28 17:59:07
SHIP-00004982,ORD-0001310,CARR-007,handed_to_carrier,2024-12-28 23:59:07
SHIP-00004983,ORD-0001310,CARR-007,in_transit,2024-12-29 15:59:07
SHIP-00004984,ORD-0001310,CARR-007,delivered,2025-01-01 15:59:07
SHIP-00004985,ORD-0001311,CARR-010,order_created,2024-11-20 21:19:10
SHIP-00004986,ORD-0001311,CARR-010,label_printed,2024-11-20 23:19:10
SHIP-00004987,ORD-0001311,CARR-010,handed_to_carrier,2024-11-21 05:19:10
SHIP-00004988,ORD-0001311,CARR-010,in_transit,2024-11-21 21:19:10
SHIP-00004989,ORD-0001311,CARR-010,delivered,2024-11-26 21:19:10
SHIP-00004990,ORD-0001312,CARR-009,order_created,2024-12-28 05:21:03
SHIP-00004991,ORD-0001312,CARR-009,label_printed,2024-12-28 07:21:03
SHIP-00004992,ORD-0001312,CARR-009,handed_to_carrier,2024-12-28 13:21:03
SHIP-00004993,ORD-0001312,CARR-009,in_transit,2024-12-29 05:21:03
SHIP-00004994,ORD-0001312,CARR-009,delivered,2025-01-07 05:21:03
SHIP-00004995,ORD-0001313,CARR-006,order_created,2025-03-25 14:32:37
SHIP-00004996,ORD-0001313,CARR-006,label_printed,2025-03-25 16:32:37
SHIP-00004997,ORD-0001313,CARR-006,handed_to_carrier,2025-03-25 22:32:37
SHIP-00004998,ORD-0001313,CARR-006,in_transit,2025-03-26 14:32:37
SHIP-00004999,ORD-0001314,CARR-007,order_created,2026-04-16 10:38:49
SHIP-00005000,ORD-0001314,CARR-007,label_printed,2026-04-16 12:38:49
SHIP-00005001,ORD-0001314,CARR-007,handed_to_carrier,2026-04-16 18:38:49
SHIP-00005002,ORD-0001314,CARR-007,in_transit,2026-04-17 10:38:49
SHIP-00005003,ORD-0001314,CARR-007,delivered,2026-04-22 10:38:49
SHIP-00005004,ORD-0001315,CARR-009,order_created,2024-12-08 22:23:11
SHIP-00005005,ORD-0001315,CARR-009,label_printed,2024-12-09 00:23:11
SHIP-00005006,ORD-0001315,CARR-009,handed_to_carrier,2024-12-09 06:23:11
SHIP-00005007,ORD-0001315,CARR-009,in_transit,2024-12-09 22:23:11
SHIP-00005008,ORD-0001315,CARR-009,delivered,2024-12-18 22:23:11
SHIP-00005009,ORD-0001316,CARR-005,order_created,2022-04-08 14:02:41
SHIP-00005010,ORD-0001316,CARR-005,label_printed,2022-04-08 16:02:41
SHIP-00005011,ORD-0001316,CARR-005,handed_to_carrier,2022-04-08 22:02:41
SHIP-00005012,ORD-0001316,CARR-005,in_transit,2022-04-09 14:02:41
SHIP-00005013,ORD-0001316,CARR-005,delivered,2022-04-19 14:02:41
SHIP-00005014,ORD-0001317,CARR-008,order_created,2022-03-01 05:50:02
SHIP-00005015,ORD-0001317,CARR-008,label_printed,2022-03-01 07:50:02
SHIP-00005016,ORD-0001317,CARR-008,handed_to_carrier,2022-03-01 13:50:02
SHIP-00005017,ORD-0001317,CARR-008,in_transit,2022-03-02 05:50:02
SHIP-00005018,ORD-0001318,CARR-004,order_created,2025-12-11 16:57:29
SHIP-00005019,ORD-0001318,CARR-004,label_printed,2025-12-11 18:57:29
SHIP-00005020,ORD-0001318,CARR-004,handed_to_carrier,2025-12-12 00:57:29
SHIP-00005021,ORD-0001318,CARR-004,in_transit,2025-12-12 16:57:29
SHIP-00005022,ORD-0001318,CARR-004,delivered,2025-12-19 16:57:29
SHIP-00005023,ORD-0001319,CARR-005,order_created,2025-11-28 22:03:04
SHIP-00005024,ORD-0001319,CARR-005,label_printed,2025-11-29 00:03:04
SHIP-00005025,ORD-0001319,CARR-005,handed_to_carrier,2025-11-29 06:03:04
SHIP-00005026,ORD-0001319,CARR-005,in_transit,2025-11-29 22:03:04
SHIP-00005027,ORD-0001319,CARR-005,delivered,2025-12-12 22:03:04
SHIP-00005028,ORD-0001320,CARR-005,order_created,2025-07-05 10:34:13
SHIP-00005029,ORD-0001320,CARR-005,label_printed,2025-07-05 12:34:13
SHIP-00005030,ORD-0001320,CARR-005,handed_to_carrier,2025-07-05 18:34:13
SHIP-00005031,ORD-0001320,CARR-005,in_transit,2025-07-06 10:34:13
SHIP-00005032,ORD-0001321,CARR-010,order_created,2025-12-11 10:12:42
SHIP-00005033,ORD-0001321,CARR-010,label_printed,2025-12-11 12:12:42
SHIP-00005034,ORD-0001321,CARR-010,handed_to_carrier,2025-12-11 18:12:42
SHIP-00005035,ORD-0001321,CARR-010,in_transit,2025-12-12 10:12:42
SHIP-00005036,ORD-0001321,CARR-010,delivered,2025-12-16 10:12:42
SHIP-00005037,ORD-0001323,CARR-004,order_created,2025-10-04 10:10:17
SHIP-00005038,ORD-0001323,CARR-004,label_printed,2025-10-04 12:10:17
SHIP-00005039,ORD-0001323,CARR-004,handed_to_carrier,2025-10-04 18:10:17
SHIP-00005040,ORD-0001323,CARR-004,in_transit,2025-10-05 10:10:17
SHIP-00005041,ORD-0001323,CARR-004,delivered,2025-10-12 10:10:17
SHIP-00005042,ORD-0001325,CARR-005,order_created,2023-07-22 14:38:41
SHIP-00005043,ORD-0001325,CARR-005,label_printed,2023-07-22 16:38:41
SHIP-00005044,ORD-0001325,CARR-005,handed_to_carrier,2023-07-22 22:38:41
SHIP-00005045,ORD-0001325,CARR-005,in_transit,2023-07-23 14:38:41
SHIP-00005046,ORD-0001325,CARR-005,delivered,2023-08-04 14:38:41
SHIP-00005047,ORD-0001326,CARR-003,order_created,2022-12-14 12:55:44
SHIP-00005048,ORD-0001326,CARR-003,label_printed,2022-12-14 14:55:44
SHIP-00005049,ORD-0001326,CARR-003,handed_to_carrier,2022-12-14 20:55:44
SHIP-00005050,ORD-0001326,CARR-003,in_transit,2022-12-15 12:55:44
SHIP-00005051,ORD-0001326,CARR-003,delivered,2022-12-21 12:55:44
SHIP-00005052,ORD-0001328,CARR-001,order_created,2025-05-13 03:16:55
SHIP-00005053,ORD-0001328,CARR-001,label_printed,2025-05-13 05:16:55
SHIP-00005054,ORD-0001328,CARR-001,handed_to_carrier,2025-05-13 11:16:55
SHIP-00005055,ORD-0001328,CARR-001,in_transit,2025-05-14 03:16:55
SHIP-00005056,ORD-0001328,CARR-001,delivered,2025-05-18 03:16:55
SHIP-00005057,ORD-0001329,CARR-006,order_created,2023-11-26 14:51:59
SHIP-00005058,ORD-0001329,CARR-006,label_printed,2023-11-26 16:51:59
SHIP-00005059,ORD-0001329,CARR-006,handed_to_carrier,2023-11-26 22:51:59
SHIP-00005060,ORD-0001329,CARR-006,in_transit,2023-11-27 14:51:59
SHIP-00005061,ORD-0001329,CARR-006,delivered,2023-12-08 14:51:59
SHIP-00005062,ORD-0001330,CARR-010,order_created,2025-11-24 06:30:19
SHIP-00005063,ORD-0001330,CARR-010,label_printed,2025-11-24 08:30:19
SHIP-00005064,ORD-0001330,CARR-010,handed_to_carrier,2025-11-24 14:30:19
SHIP-00005065,ORD-0001330,CARR-010,in_transit,2025-11-25 06:30:19
SHIP-00005066,ORD-0001330,CARR-010,delivered,2025-11-30 06:30:19
SHIP-00005067,ORD-0001331,CARR-005,order_created,2023-11-29 22:48:17
SHIP-00005068,ORD-0001331,CARR-005,label_printed,2023-11-30 00:48:17
SHIP-00005069,ORD-0001331,CARR-005,handed_to_carrier,2023-11-30 06:48:17
SHIP-00005070,ORD-0001331,CARR-005,in_transit,2023-11-30 22:48:17
SHIP-00005071,ORD-0001331,CARR-005,delivered,2023-12-14 22:48:17
SHIP-00005072,ORD-0001332,CARR-003,order_created,2023-07-19 09:25:11
SHIP-00005073,ORD-0001332,CARR-003,label_printed,2023-07-19 11:25:11
SHIP-00005074,ORD-0001332,CARR-003,handed_to_carrier,2023-07-19 17:25:11
SHIP-00005075,ORD-0001332,CARR-003,in_transit,2023-07-20 09:25:11
SHIP-00005076,ORD-0001332,CARR-003,delivered,2023-07-28 09:25:11
SHIP-00005077,ORD-0001333,CARR-002,order_created,2022-11-20 02:19:31
SHIP-00005078,ORD-0001333,CARR-002,label_printed,2022-11-20 04:19:31
SHIP-00005079,ORD-0001333,CARR-002,handed_to_carrier,2022-11-20 10:19:31
SHIP-00005080,ORD-0001333,CARR-002,in_transit,2022-11-21 02:19:31
SHIP-00005081,ORD-0001333,CARR-002,delivered,2022-11-25 02:19:31
SHIP-00005082,ORD-0001334,CARR-008,order_created,2023-02-10 15:15:08
SHIP-00005083,ORD-0001334,CARR-008,label_printed,2023-02-10 17:15:08
SHIP-00005084,ORD-0001334,CARR-008,handed_to_carrier,2023-02-10 23:15:08
SHIP-00005085,ORD-0001334,CARR-008,in_transit,2023-02-11 15:15:08
SHIP-00005086,ORD-0001334,CARR-008,delivered,2023-02-23 15:15:08
SHIP-00005087,ORD-0001335,CARR-009,order_created,2022-12-15 15:41:39
SHIP-00005088,ORD-0001335,CARR-009,label_printed,2022-12-15 17:41:39
SHIP-00005089,ORD-0001335,CARR-009,handed_to_carrier,2022-12-15 23:41:39
SHIP-00005090,ORD-0001335,CARR-009,in_transit,2022-12-16 15:41:39
SHIP-00005091,ORD-0001335,CARR-009,delivered,2022-12-25 15:41:39
SHIP-00005092,ORD-0001338,CARR-006,order_created,2023-07-08 18:53:54
SHIP-00005093,ORD-0001338,CARR-006,label_printed,2023-07-08 20:53:54
SHIP-00005094,ORD-0001338,CARR-006,handed_to_carrier,2023-07-09 02:53:54
SHIP-00005095,ORD-0001338,CARR-006,in_transit,2023-07-09 18:53:54
SHIP-00005096,ORD-0001342,CARR-005,order_created,2023-01-21 21:07:12
SHIP-00005097,ORD-0001342,CARR-005,label_printed,2023-01-21 23:07:12
SHIP-00005098,ORD-0001342,CARR-005,handed_to_carrier,2023-01-22 05:07:12
SHIP-00005099,ORD-0001342,CARR-005,in_transit,2023-01-22 21:07:12
SHIP-00005100,ORD-0001342,CARR-005,delivered,2023-02-07 21:07:12
SHIP-00005101,ORD-0001343,CARR-009,order_created,2022-05-01 01:09:35
SHIP-00005102,ORD-0001343,CARR-009,label_printed,2022-05-01 03:09:35
SHIP-00005103,ORD-0001343,CARR-009,handed_to_carrier,2022-05-01 09:09:35
SHIP-00005104,ORD-0001343,CARR-009,in_transit,2022-05-02 01:09:35
SHIP-00005105,ORD-0001343,CARR-009,delivered,2022-05-09 01:09:35
SHIP-00005106,ORD-0001344,CARR-002,order_created,2024-11-27 18:14:31
SHIP-00005107,ORD-0001344,CARR-002,label_printed,2024-11-27 20:14:31
SHIP-00005108,ORD-0001344,CARR-002,handed_to_carrier,2024-11-28 02:14:31
SHIP-00005109,ORD-0001344,CARR-002,in_transit,2024-11-28 18:14:31
SHIP-00005110,ORD-0001344,CARR-002,delivered,2024-12-03 18:14:31
SHIP-00005111,ORD-0001345,CARR-009,order_created,2022-12-29 13:51:08
SHIP-00005112,ORD-0001345,CARR-009,label_printed,2022-12-29 15:51:08
SHIP-00005113,ORD-0001345,CARR-009,handed_to_carrier,2022-12-29 21:51:08
SHIP-00005114,ORD-0001345,CARR-009,in_transit,2022-12-30 13:51:08
SHIP-00005115,ORD-0001345,CARR-009,delivered,2023-01-08 13:51:08
SHIP-00005116,ORD-0001347,CARR-003,order_created,2025-06-24 22:06:44
SHIP-00005117,ORD-0001347,CARR-003,label_printed,2025-06-25 00:06:44
SHIP-00005118,ORD-0001347,CARR-003,handed_to_carrier,2025-06-25 06:06:44
SHIP-00005119,ORD-0001347,CARR-003,in_transit,2025-06-25 22:06:44
SHIP-00005120,ORD-0001347,CARR-003,delivered,2025-07-03 22:06:44
SHIP-00005121,ORD-0001348,CARR-003,order_created,2025-11-29 17:56:16
SHIP-00005122,ORD-0001348,CARR-003,label_printed,2025-11-29 19:56:16
SHIP-00005123,ORD-0001348,CARR-003,handed_to_carrier,2025-11-30 01:56:16
SHIP-00005124,ORD-0001348,CARR-003,in_transit,2025-11-30 17:56:16
SHIP-00005125,ORD-0001348,CARR-003,delivered,2025-12-08 17:56:16
SHIP-00005126,ORD-0001349,CARR-006,order_created,2025-12-21 06:52:44
SHIP-00005127,ORD-0001349,CARR-006,label_printed,2025-12-21 08:52:44
SHIP-00005128,ORD-0001349,CARR-006,handed_to_carrier,2025-12-21 14:52:44
SHIP-00005129,ORD-0001349,CARR-006,in_transit,2025-12-22 06:52:44
SHIP-00005130,ORD-0001350,CARR-008,order_created,2024-04-23 07:35:02
SHIP-00005131,ORD-0001350,CARR-008,label_printed,2024-04-23 09:35:02
SHIP-00005132,ORD-0001350,CARR-008,handed_to_carrier,2024-04-23 15:35:02
SHIP-00005133,ORD-0001350,CARR-008,in_transit,2024-04-24 07:35:02
SHIP-00005134,ORD-0001350,CARR-008,delivered,2024-05-01 07:35:02
SHIP-00005135,ORD-0001352,CARR-005,order_created,2025-11-29 23:14:53
SHIP-00005136,ORD-0001352,CARR-005,label_printed,2025-11-30 01:14:53
SHIP-00005137,ORD-0001352,CARR-005,handed_to_carrier,2025-11-30 07:14:53
SHIP-00005138,ORD-0001352,CARR-005,in_transit,2025-11-30 23:14:53
SHIP-00005139,ORD-0001353,CARR-001,order_created,2024-01-18 16:23:39
SHIP-00005140,ORD-0001353,CARR-001,label_printed,2024-01-18 18:23:39
SHIP-00005141,ORD-0001353,CARR-001,handed_to_carrier,2024-01-19 00:23:39
SHIP-00005142,ORD-0001353,CARR-001,in_transit,2024-01-19 16:23:39
SHIP-00005143,ORD-0001353,CARR-001,delivered,2024-01-22 16:23:39
SHIP-00005144,ORD-0001354,CARR-008,order_created,2022-11-29 06:43:13
SHIP-00005145,ORD-0001354,CARR-008,label_printed,2022-11-29 08:43:13
SHIP-00005146,ORD-0001354,CARR-008,handed_to_carrier,2022-11-29 14:43:13
SHIP-00005147,ORD-0001354,CARR-008,in_transit,2022-11-30 06:43:13
SHIP-00005148,ORD-0001354,CARR-008,delivered,2022-12-07 06:43:13
SHIP-00005149,ORD-0001355,CARR-010,order_created,2025-08-05 15:58:00
SHIP-00005150,ORD-0001355,CARR-010,label_printed,2025-08-05 17:58:00
SHIP-00005151,ORD-0001355,CARR-010,handed_to_carrier,2025-08-05 23:58:00
SHIP-00005152,ORD-0001355,CARR-010,in_transit,2025-08-06 15:58:00
SHIP-00005153,ORD-0001355,CARR-010,delivered,2025-08-13 15:58:00
SHIP-00005154,ORD-0001356,CARR-005,order_created,2022-11-23 10:07:02
SHIP-00005155,ORD-0001356,CARR-005,label_printed,2022-11-23 12:07:02
SHIP-00005156,ORD-0001356,CARR-005,handed_to_carrier,2022-11-23 18:07:02
SHIP-00005157,ORD-0001356,CARR-005,in_transit,2022-11-24 10:07:02
SHIP-00005158,ORD-0001356,CARR-005,delivered,2022-12-06 10:07:02
SHIP-00005159,ORD-0001357,CARR-003,order_created,2022-04-26 04:05:32
SHIP-00005160,ORD-0001357,CARR-003,label_printed,2022-04-26 06:05:32
SHIP-00005161,ORD-0001357,CARR-003,handed_to_carrier,2022-04-26 12:05:32
SHIP-00005162,ORD-0001357,CARR-003,in_transit,2022-04-27 04:05:32
SHIP-00005163,ORD-0001357,CARR-003,delivered,2022-05-02 04:05:32
SHIP-00005164,ORD-0001360,CARR-005,order_created,2022-11-24 09:55:43
SHIP-00005165,ORD-0001360,CARR-005,label_printed,2022-11-24 11:55:43
SHIP-00005166,ORD-0001360,CARR-005,handed_to_carrier,2022-11-24 17:55:43
SHIP-00005167,ORD-0001360,CARR-005,in_transit,2022-11-25 09:55:43
SHIP-00005168,ORD-0001360,CARR-005,delivered,2022-12-04 09:55:43
SHIP-00005169,ORD-0001362,CARR-008,order_created,2022-03-27 19:48:07
SHIP-00005170,ORD-0001362,CARR-008,label_printed,2022-03-27 21:48:07
SHIP-00005171,ORD-0001362,CARR-008,handed_to_carrier,2022-03-28 03:48:07
SHIP-00005172,ORD-0001362,CARR-008,in_transit,2022-03-28 19:48:07
SHIP-00005173,ORD-0001362,CARR-008,delivered,2022-04-12 19:48:07
SHIP-00005174,ORD-0001363,CARR-007,order_created,2025-07-31 04:27:56
SHIP-00005175,ORD-0001363,CARR-007,label_printed,2025-07-31 06:27:56
SHIP-00005176,ORD-0001363,CARR-007,handed_to_carrier,2025-07-31 12:27:56
SHIP-00005177,ORD-0001363,CARR-007,in_transit,2025-08-01 04:27:56
SHIP-00005178,ORD-0001363,CARR-007,delivered,2025-08-06 04:27:56
SHIP-00005179,ORD-0001364,CARR-002,order_created,2023-11-30 16:33:16
SHIP-00005180,ORD-0001364,CARR-002,label_printed,2023-11-30 18:33:16
SHIP-00005181,ORD-0001364,CARR-002,handed_to_carrier,2023-12-01 00:33:16
SHIP-00005182,ORD-0001364,CARR-002,in_transit,2023-12-01 16:33:16
SHIP-00005183,ORD-0001364,CARR-002,delivered,2023-12-06 16:33:16
SHIP-00005184,ORD-0001365,CARR-010,order_created,2023-11-28 17:41:05
SHIP-00005185,ORD-0001365,CARR-010,label_printed,2023-11-28 19:41:05
SHIP-00005186,ORD-0001365,CARR-010,handed_to_carrier,2023-11-29 01:41:05
SHIP-00005187,ORD-0001365,CARR-010,in_transit,2023-11-29 17:41:05
SHIP-00005188,ORD-0001366,CARR-002,order_created,2023-03-02 18:24:14
SHIP-00005189,ORD-0001366,CARR-002,label_printed,2023-03-02 20:24:14
SHIP-00005190,ORD-0001366,CARR-002,handed_to_carrier,2023-03-03 02:24:14
SHIP-00005191,ORD-0001366,CARR-002,in_transit,2023-03-03 18:24:14
SHIP-00005192,ORD-0001366,CARR-002,delivered,2023-03-07 18:24:14
SHIP-00005193,ORD-0001367,CARR-002,order_created,2022-12-16 13:10:12
SHIP-00005194,ORD-0001367,CARR-002,label_printed,2022-12-16 15:10:12
SHIP-00005195,ORD-0001367,CARR-002,handed_to_carrier,2022-12-16 21:10:12
SHIP-00005196,ORD-0001367,CARR-002,in_transit,2022-12-17 13:10:12
SHIP-00005197,ORD-0001367,CARR-002,delivered,2022-12-19 13:10:12
SHIP-00005198,ORD-0001368,CARR-002,order_created,2025-04-20 04:59:28
SHIP-00005199,ORD-0001368,CARR-002,label_printed,2025-04-20 06:59:28
SHIP-00005200,ORD-0001368,CARR-002,handed_to_carrier,2025-04-20 12:59:28
SHIP-00005201,ORD-0001368,CARR-002,in_transit,2025-04-21 04:59:28
SHIP-00005202,ORD-0001368,CARR-002,delivered,2025-04-25 04:59:28
SHIP-00005203,ORD-0001369,CARR-002,order_created,2024-11-30 11:19:40
SHIP-00005204,ORD-0001369,CARR-002,label_printed,2024-11-30 13:19:40
SHIP-00005205,ORD-0001369,CARR-002,handed_to_carrier,2024-11-30 19:19:40
SHIP-00005206,ORD-0001369,CARR-002,in_transit,2024-12-01 11:19:40
SHIP-00005207,ORD-0001369,CARR-002,delivered,2024-12-03 11:19:40
SHIP-00005208,ORD-0001370,CARR-009,order_created,2023-07-04 16:23:52
SHIP-00005209,ORD-0001370,CARR-009,label_printed,2023-07-04 18:23:52
SHIP-00005210,ORD-0001370,CARR-009,handed_to_carrier,2023-07-05 00:23:52
SHIP-00005211,ORD-0001370,CARR-009,in_transit,2023-07-05 16:23:52
SHIP-00005212,ORD-0001370,CARR-009,delivered,2023-07-13 16:23:52
SHIP-00005213,ORD-0001371,CARR-009,order_created,2022-12-05 05:32:24
SHIP-00005214,ORD-0001371,CARR-009,label_printed,2022-12-05 07:32:24
SHIP-00005215,ORD-0001371,CARR-009,handed_to_carrier,2022-12-05 13:32:24
SHIP-00005216,ORD-0001371,CARR-009,in_transit,2022-12-06 05:32:24
SHIP-00005217,ORD-0001372,CARR-010,order_created,2022-08-03 00:26:40
SHIP-00005218,ORD-0001372,CARR-010,label_printed,2022-08-03 02:26:40
SHIP-00005219,ORD-0001372,CARR-010,handed_to_carrier,2022-08-03 08:26:40
SHIP-00005220,ORD-0001372,CARR-010,in_transit,2022-08-04 00:26:40
SHIP-00005221,ORD-0001372,CARR-010,delivered,2022-08-08 00:26:40
SHIP-00005222,ORD-0001373,CARR-001,order_created,2023-01-14 21:36:42
SHIP-00005223,ORD-0001373,CARR-001,label_printed,2023-01-14 23:36:42
SHIP-00005224,ORD-0001373,CARR-001,handed_to_carrier,2023-01-15 05:36:42
SHIP-00005225,ORD-0001373,CARR-001,in_transit,2023-01-15 21:36:42
SHIP-00005226,ORD-0001374,CARR-009,order_created,2024-12-01 22:56:03
SHIP-00005227,ORD-0001374,CARR-009,label_printed,2024-12-02 00:56:03
SHIP-00005228,ORD-0001374,CARR-009,handed_to_carrier,2024-12-02 06:56:03
SHIP-00005229,ORD-0001374,CARR-009,in_transit,2024-12-02 22:56:03
SHIP-00005230,ORD-0001374,CARR-009,delivered,2024-12-10 22:56:03
SHIP-00005231,ORD-0001376,CARR-008,order_created,2025-12-17 09:24:35
SHIP-00005232,ORD-0001376,CARR-008,label_printed,2025-12-17 11:24:35
SHIP-00005233,ORD-0001376,CARR-008,handed_to_carrier,2025-12-17 17:24:35
SHIP-00005234,ORD-0001376,CARR-008,in_transit,2025-12-18 09:24:35
SHIP-00005235,ORD-0001376,CARR-008,delivered,2025-12-24 09:24:35
SHIP-00005236,ORD-0001377,CARR-010,order_created,2025-08-05 05:55:35
SHIP-00005237,ORD-0001377,CARR-010,label_printed,2025-08-05 07:55:35
SHIP-00005238,ORD-0001377,CARR-010,handed_to_carrier,2025-08-05 13:55:35
SHIP-00005239,ORD-0001377,CARR-010,in_transit,2025-08-06 05:55:35
SHIP-00005240,ORD-0001377,CARR-010,delivered,2025-08-12 05:55:35
SHIP-00005241,ORD-0001378,CARR-009,order_created,2023-04-08 15:00:03
SHIP-00005242,ORD-0001378,CARR-009,label_printed,2023-04-08 17:00:03
SHIP-00005243,ORD-0001378,CARR-009,handed_to_carrier,2023-04-08 23:00:03
SHIP-00005244,ORD-0001378,CARR-009,in_transit,2023-04-09 15:00:03
SHIP-00005245,ORD-0001378,CARR-009,delivered,2023-04-18 15:00:03
SHIP-00005246,ORD-0001380,CARR-006,order_created,2025-03-17 22:33:23
SHIP-00005247,ORD-0001380,CARR-006,label_printed,2025-03-18 00:33:23
SHIP-00005248,ORD-0001380,CARR-006,handed_to_carrier,2025-03-18 06:33:23
SHIP-00005249,ORD-0001380,CARR-006,in_transit,2025-03-18 22:33:23
SHIP-00005250,ORD-0001380,CARR-006,delivered,2025-03-24 22:33:23
SHIP-00005251,ORD-0001381,CARR-006,order_created,2026-02-10 07:01:40
SHIP-00005252,ORD-0001381,CARR-006,label_printed,2026-02-10 09:01:40
SHIP-00005253,ORD-0001381,CARR-006,handed_to_carrier,2026-02-10 15:01:40
SHIP-00005254,ORD-0001381,CARR-006,in_transit,2026-02-11 07:01:40
SHIP-00005255,ORD-0001382,CARR-008,order_created,2024-11-27 18:32:37
SHIP-00005256,ORD-0001382,CARR-008,label_printed,2024-11-27 20:32:37
SHIP-00005257,ORD-0001382,CARR-008,handed_to_carrier,2024-11-28 02:32:37
SHIP-00005258,ORD-0001382,CARR-008,in_transit,2024-11-28 18:32:37
SHIP-00005259,ORD-0001383,CARR-003,order_created,2022-11-02 18:48:25
SHIP-00005260,ORD-0001383,CARR-003,label_printed,2022-11-02 20:48:25
SHIP-00005261,ORD-0001383,CARR-003,handed_to_carrier,2022-11-03 02:48:25
SHIP-00005262,ORD-0001383,CARR-003,in_transit,2022-11-03 18:48:25
SHIP-00005263,ORD-0001383,CARR-003,delivered,2022-11-10 18:48:25
SHIP-00005264,ORD-0001385,CARR-006,order_created,2023-12-01 14:50:50
SHIP-00005265,ORD-0001385,CARR-006,label_printed,2023-12-01 16:50:50
SHIP-00005266,ORD-0001385,CARR-006,handed_to_carrier,2023-12-01 22:50:50
SHIP-00005267,ORD-0001385,CARR-006,in_transit,2023-12-02 14:50:50
SHIP-00005268,ORD-0001385,CARR-006,delivered,2023-12-09 14:50:50
SHIP-00005269,ORD-0001386,CARR-004,order_created,2026-03-13 08:45:46
SHIP-00005270,ORD-0001386,CARR-004,label_printed,2026-03-13 10:45:46
SHIP-00005271,ORD-0001386,CARR-004,handed_to_carrier,2026-03-13 16:45:46
SHIP-00005272,ORD-0001386,CARR-004,in_transit,2026-03-14 08:45:46
SHIP-00005273,ORD-0001388,CARR-010,order_created,2025-08-10 10:50:27
SHIP-00005274,ORD-0001388,CARR-010,label_printed,2025-08-10 12:50:27
SHIP-00005275,ORD-0001388,CARR-010,handed_to_carrier,2025-08-10 18:50:27
SHIP-00005276,ORD-0001388,CARR-010,in_transit,2025-08-11 10:50:27
SHIP-00005277,ORD-0001390,CARR-006,order_created,2022-07-28 15:38:16
SHIP-00005278,ORD-0001390,CARR-006,label_printed,2022-07-28 17:38:16
SHIP-00005279,ORD-0001390,CARR-006,handed_to_carrier,2022-07-28 23:38:16
SHIP-00005280,ORD-0001390,CARR-006,in_transit,2022-07-29 15:38:16
SHIP-00005281,ORD-0001390,CARR-006,delivered,2022-08-09 15:38:16
SHIP-00005282,ORD-0001391,CARR-005,order_created,2023-12-05 15:10:02
SHIP-00005283,ORD-0001391,CARR-005,label_printed,2023-12-05 17:10:02
SHIP-00005284,ORD-0001391,CARR-005,handed_to_carrier,2023-12-05 23:10:02
SHIP-00005285,ORD-0001391,CARR-005,in_transit,2023-12-06 15:10:02
SHIP-00005286,ORD-0001392,CARR-001,order_created,2026-04-03 08:57:55
SHIP-00005287,ORD-0001392,CARR-001,label_printed,2026-04-03 10:57:55
SHIP-00005288,ORD-0001392,CARR-001,handed_to_carrier,2026-04-03 16:57:55
SHIP-00005289,ORD-0001392,CARR-001,in_transit,2026-04-04 08:57:55
SHIP-00005290,ORD-0001392,CARR-001,delivered,2026-04-09 08:57:55
SHIP-00005291,ORD-0001393,CARR-005,order_created,2024-12-01 15:41:09
SHIP-00005292,ORD-0001393,CARR-005,label_printed,2024-12-01 17:41:09
SHIP-00005293,ORD-0001393,CARR-005,handed_to_carrier,2024-12-01 23:41:09
SHIP-00005294,ORD-0001393,CARR-005,in_transit,2024-12-02 15:41:09
SHIP-00005295,ORD-0001394,CARR-010,order_created,2025-05-31 22:02:37
SHIP-00005296,ORD-0001394,CARR-010,label_printed,2025-06-01 00:02:37
SHIP-00005297,ORD-0001394,CARR-010,handed_to_carrier,2025-06-01 06:02:37
SHIP-00005298,ORD-0001394,CARR-010,in_transit,2025-06-01 22:02:37
SHIP-00005299,ORD-0001394,CARR-010,delivered,2025-06-08 22:02:37
SHIP-00005300,ORD-0001395,CARR-005,order_created,2024-07-02 23:30:07
SHIP-00005301,ORD-0001395,CARR-005,label_printed,2024-07-03 01:30:07
SHIP-00005302,ORD-0001395,CARR-005,handed_to_carrier,2024-07-03 07:30:07
SHIP-00005303,ORD-0001395,CARR-005,in_transit,2024-07-03 23:30:07
SHIP-00005304,ORD-0001395,CARR-005,delivered,2024-07-13 23:30:07
SHIP-00005305,ORD-0001396,CARR-003,order_created,2022-07-06 01:45:37
SHIP-00005306,ORD-0001396,CARR-003,label_printed,2022-07-06 03:45:37
