order_id,customer_id,order_date,status,ship_date,delivered_date,ship_country,carrier_id,carrier,promotion_id,items_count,subtotal,shipping_cost,total
ORD-0001174,CUST-000721,2024-12-25,processing,,,DE,CARR-007,Royal Mail,,3,1889.00,23.38,1912.38
ORD-0001175,CUST-001152,2024-12-03,delivered,2024-12-06,2024-12-10,FR,CARR-001,UPS,,4,998.00,9.51,1007.51
ORD-0001176,CUST-001868,2026-02-03,delivered,2026-02-07,2026-02-12,US,CARR-003,USPS,,3,2133.00,26.92,2159.92
ORD-0001177,CUST-000901,2024-09-07,returned,2024-09-11,2024-09-16,GB,CARR-006,Sedex,,1,1392.00,21.55,1413.55
ORD-0001178,CUST-001678,2025-03-12,cancelled,,,GB,,,,2,196.00,24.17,220.17
ORD-0001179,CUST-000105,2025-03-08,shipped,2025-03-11,,CA,CARR-007,Royal Mail,,1,288.00,34.05,322.05
ORD-0001180,CUST-002175,2024-11-30,delivered,2024-12-01,2024-12-14,BR,CARR-005,Correios,,3,409.00,9.07,418.07
ORD-0001181,CUST-001949,2022-05-18,cancelled,,,JP,,,,2,2290.00,29.31,2319.31
ORD-0001182,CUST-004078,2022-06-25,cancelled,,,CA,,,,2,336.00,22.79,358.79
ORD-0001183,CUST-000265,2024-11-24,processing,,,PT,CARR-009,Aramex,,4,1765.00,11.23,1776.23
ORD-0001184,CUST-003920,2025-04-19,shipped,2025-04-23,,AR,CARR-009,Aramex,,4,358.00,23.31,381.31
ORD-0001185,CUST-000296,2024-11-25,delivered,2024-11-28,2024-12-08,CA,CARR-003,USPS,,2,408.00,31.49,439.49
ORD-0001186,CUST-002998,2026-02-27,returned,2026-02-28,2026-03-04,JP,CARR-004,DHL,,3,274.00,9.77,283.77
ORD-0001187,CUST-001780,2023-12-18,delivered,2023-12-22,2023-12-25,CO,CARR-002,FedEx,,1,1764.00,9.48,1773.48
ORD-0001188,CUST-003001,29/07/2025,delivered,2025-08-01,2025-08-10,MX,CARR-005,Correios,,4,1723.00,33.15,1756.15
ORD-0001189,CUST-002417,2025-02-01,processing,,,FR,CARR-008,Loomis,,1,46.00,28.02,74.02
ORD-0001190,CUST-004318,15/07/2025,delivered,2025-07-17,2025-07-23,US,CARR-003,USPS,,4,5861.00,26.22,5887.22
ORD-0001191,CUST-001725,2025-12-16,delivered,2025-12-17,2025-12-22,US,CARR-003,USPS,,3,382.00,28.51,410.51
ORD-0001192,CUST-004182,2026-04-17,cancelled,,,BR,,,,2,1221.00,20.77,1241.77
ORD-0001193,CUST-001596,2025-10-05,processing,,,CA,CARR-003,USPS,,3,3928.00,16.09,3944.09
ORD-0001194,CUST-000348,2025-09-16,shipped,2025-09-17,,CA,CARR-006,Sedex,,2,778.00,5.60,783.60
ORD-0001195,CUST-003804,2023-10-02,delivered,2023-10-05,2023-10-09,CL,CARR-007,Royal Mail,,1,23.00,22.21,45.21
ORD-0001196,CUST-002874,2024-11-25,returned,2024-11-28,2024-12-01,AR,CARR-001,UPS,,4,2854.00,10.95,2864.95
ORD-0001197,CUST-000084,2023-11-19,shipped,2023-11-22,,FR,CARR-003,USPS,,1,258.00,3.70,261.70
ORD-0001198,CUST-000727,2024-07-03,delivered,2024-07-06,2024-07-08,US,CARR-002,FedEx,,1,520.00,11.31,531.31
ORD-0001199,CUST-002016,2025-01-12,delivered,2025-01-14,2025-01-29,BR,CARR-005,Correios,,3,714.00,21.80,735.80
ORD-0001200,CUST-003465,2022-06-08,delivered,2022-06-12,2022-06-16,US,CARR-001,UPS,,3,463.00,0.56,463.56
ORD-0001201,CUST-001161,2024-02-13,delivered,2024-02-15,2024-02-21,US,CARR-003,USPS,,4,3817.00,23.87,3840.87
ORD-0001202,CUST-000977,2024-11-25,delivered,2024-11-29,2024-12-04,US,CARR-003,USPS,,4,1968.00,29.56,1997.56
ORD-0001203,CUST-000104,2025-12-01,shipped,2025-12-02,,AU,CARR-004,DHL,,3,3561.00,21.48,3582.48
ORD-0001204,CUST-000066,2025-12-07,delivered,2025-12-08,2025-12-22,US,CARR-005,Correios,,1,279.00,9.77,288.77
ORD-0001205,CUST-000615,2024-12-16,delivered,2024-12-19,2024-12-23,MX,CARR-001,UPS,,2,1350.00,28.46,1378.46
ORD-0001206,CUST-003886,2025-07-07,delivered,2025-07-09,2025-07-12,CA,CARR-007,Royal Mail,,3,1555.00,2.10,1557.10
ORD-0001207,CUST-003788,2023-11-27,cancelled,,,BR,,,,3,1716.00,30.21,1746.21
ORD-0001208,CUST-001799,2025-12-03,delivered,2025-12-05,2025-12-09,CA,CARR-010,SF Express,,4,2493.00,14.38,2507.38
ORD-0001209,CUST-003873,2022-07-13,delivered,2022-07-14,2022-07-17,IT,CARR-007,Royal Mail,,4,440.00,18.33,458.33
ORD-0001210,CUST-000439,2022-01-24,processing,,,CL,CARR-001,UPS,,4,696.00,6.91,702.91
ORD-0001211,CUST-003916,2023-07-28,delivered,2023-07-30,2023-08-01,AU,CARR-002,FedEx,PROMO-0047,4,1036.00,17.28,1053.28
ORD-0001212,CUST-004611,2022-09-30,delivered,2022-10-01,2022-10-06,DE,CARR-008,Loomis,,1,77.00,32.84,109.84
ORD-0001213,CUST-000551,2025-07-23,returned,2025-07-27,2025-07-31,BR,CARR-001,UPS,,2,582.00,8.66,590.66
ORD-0001214,CUST-002141,2024-02-26,delivered,2024-02-28,2024-03-05,FR,CARR-003,USPS,,4,776.00,23.19,799.19
ORD-0001215,CUST-004544,2025-05-22,delivered,2025-05-24,2025-05-28,BR,CARR-006,Sedex,,1,64.00,15.32,79.32
ORD-0001216,CUST-001604,2022-05-27,delivered,2022-05-31,2022-06-06,CL,CARR-003,USPS,,4,395.00,21.61,416.61
ORD-0001217,CUST-002475,2025-07-27,delivered,2025-07-31,2025-08-07,DE,CARR-009,Aramex,,1,238.00,23.19,261.19
ORD-0001218,CUST-000161,2025-11-26,delivered,2025-11-29,2025-12-08,DE,CARR-009,Aramex,,1,51.00,8.50,59.50
ORD-0001219,CUST-001574,2025-06-17,shipped,2025-06-18,,CA,CARR-002,FedEx,,2,246.00,16.88,262.88
ORD-0001220,CUST-002687,2024-04-17,cancelled,,,BR,,,,1,774.00,2.73,776.73
ORD-0001221,CUST-002736,2025-12-04,delivered,2025-12-05,2025-12-07,FR,CARR-002,FedEx,,1,10.00,9.49,19.49
ORD-0001222,CUST-002975,2023-12-05,delivered,2023-12-07,2023-12-13,US,CARR-003,USPS,,1,336.00,13.85,349.85
ORD-0001223,CUST-001558,2024-04-10,delivered,2024-04-12,2024-04-17,US,CARR-003,USPS,PROMO-0031,2,2024.00,28.53,2052.53
ORD-0001224,CUST-003704,2023-12-05,returned,2023-12-09,2023-12-15,CA,CARR-003,USPS,PROMO-0040,4,1477.00,31.33,1508.33
ORD-0001225,CUST-003644,2024-07-31,returned,2024-08-02,2024-08-09,CL,CARR-009,Aramex,,4,3620.00,32.04,3652.04
ORD-0001226,CUST-004249,2022-09-20,delivered,2022-09-23,2022-09-28,GB,CARR-008,Loomis,,2,1239.00,13.65,1252.65
ORD-0001227,CUST-004265,2023-06-23,shipped,2023-06-26,,AR,CARR-005,Correios,,2,79.00,17.55,96.55
ORD-0001228,CUST-004440,2024-10-13,delivered,2024-10-17,2024-10-22,CL,CARR-003,USPS,,2,217.00,16.33,233.33
ORD-0001229,CUST-004370,2022-02-16,delivered,2022-02-20,2022-02-23,US,CARR-002,FedEx,,1,282.00,20.18,302.18
ORD-0001230,CUST-000243,2022-07-24,processing,,,US,CARR-002,FedEx,,1,316.00,29.72,345.72
ORD-0001231,CUST-001174,2024-01-26,processing,,,BR,CARR-008,Loomis,,2,256.00,23.50,279.50
ORD-0001232,CUST-000763,2024-01-19,delivered,2024-01-22,2024-01-26,MX,CARR-007,Royal Mail,,3,2314.00,21.67,2335.67
ORD-0001233,CUST-003387,02/06/2025,delivered,2025-06-03,2025-06-12,DE,CARR-005,Correios,,2,132.00,13.82,145.82
ORD-0001234,CUST-000195,2025-11-27,cancelled,,,JP,,,,1,439.00,10.76,449.76
ORD-0001235,CUST-001019,2023-07-18,delivered,2023-07-19,2023-07-21,GB,CARR-002,FedEx,,2,166.00,33.38,199.38
ORD-0001236,CUST-000610,2026-01-10,cancelled,,,DE,,,,2,380.00,23.22,403.22
ORD-0001237,CUST-002883,2023-09-22,delivered,2023-09-23,2023-09-28,US,CARR-003,USPS,,3,794.00,9.82,803.82
ORD-0001238,CUST-001741,2024-10-13,delivered,2024-10-17,2024-10-20,AR,CARR-007,Royal Mail,,2,491.00,13.25,504.25
ORD-0001239,CUST-000721,2025-01-24,returned,2025-01-28,2025-02-05,DE,CARR-004,DHL,,3,217.00,6.53,223.53
ORD-0001240,CUST-002354,2024-12-09,returned,2024-12-10,2024-12-14,ES,CARR-007,Royal Mail,,2,1290.00,19.00,1309.00
ORD-0001241,CUST-002618,2023-11-03,cancelled,,,US,,,,2,1083.00,17.66,1100.66
ORD-0001242,CUST-004763,2025-11-26,cancelled,,,CA,,,,1,1041.00,27.42,1068.42
ORD-0001243,CUST-004781,2025-06-01,cancelled,,,CL,,,,2,1194.00,29.54,1223.54
ORD-0001244,CUST-001773,2024-09-26,delivered,2024-09-29,2024-10-03,CA,CARR-010,SF Express,,4,1412.00,28.28,1440.28
ORD-0001245,CUST-001032,2024-11-29,returned,2024-12-03,2024-12-09,IT,CARR-003,USPS,,4,843.00,7.25,850.25
ORD-0001246,CUST-002030,2026-01-24,delivered,2026-01-27,2026-02-06,FR,CARR-005,Correios,,4,409.00,16.52,425.52
ORD-0001247,CUST-002228,2023-05-06,delivered,2023-05-09,2023-05-11,IT,CARR-002,FedEx,,2,79.00,8.32,87.32
ORD-0001248,CUST-003485,2024-12-25,delivered,2024-12-28,2025-01-05,MX,CARR-003,USPS,,2,298.00,34.68,332.68
ORD-0001249,CUST-000815,2024-01-23,delivered,2024-01-25,2024-01-29,BR,CARR-006,Sedex,,2,301.00,29.30,330.30
ORD-0001250,CUST-002690,2025-11-24,delivered,2025-11-28,2025-12-03,AR,CARR-008,Loomis,,1,32.00,22.50,54.50
ORD-0001251,CUST-003673,2024-08-18,delivered,2024-08-22,2024-08-27,JP,CARR-010,SF Express,,3,609.00,31.18,640.18
ORD-0001252,CUST-002203,2023-12-17,delivered,2023-12-20,2023-12-25,BR,CARR-010,SF Express,,3,2211.00,6.27,2217.27
ORD-0001253,CUST-001797,2024-12-28,delivered,2024-12-30,2025-01-03,FR,CARR-004,DHL,,4,310.00,27.14,337.14
ORD-0001254,CUST-004890,2024-07-18,delivered,2024-07-20,2024-07-24,IT,CARR-007,Royal Mail,,2,462.00,10.71,472.71
ORD-0001255,CUST-003646,2024-12-29,cancelled,,,FR,,,,1,222.00,25.35,247.35
ORD-0001256,CUST-001883,2023-01-01,delivered,2023-01-03,2023-01-08,AU,CARR-008,Loomis,,4,2493.00,27.24,2520.24
ORD-0001257,CUST-000967,2025-07-14,delivered,2025-07-15,2025-07-22,US,CARR-003,USPS,,1,209.00,11.34,220.34
ORD-0001258,CUST-000945,2024-12-21,delivered,2024-12-24,2024-12-28,PT,CARR-001,UPS,,1,152.00,7.17,159.17
ORD-0001259,CUST-000609,2024-10-04,delivered,2024-10-05,2024-10-12,DE,CARR-009,Aramex,,1,1350.00,10.37,1360.37
ORD-0001260,CUST-002731,2023-01-23,shipped,2023-01-27,,AR,CARR-001,UPS,,2,666.00,16.67,682.67
ORD-0001261,CUST-004438,2025-11-30,cancelled,,,CO,,,,1,15.00,24.41,39.41
ORD-0001262,CUST-001070,2026-04-17,delivered,2026-04-21,2026-04-25,ES,CARR-001,UPS,,4,828.00,28.78,856.78
ORD-0001263,CUST-004027,2024-08-13,returned,2024-08-14,2024-08-17,JP,CARR-001,UPS,,1,22.00,19.07,41.07
ORD-0001264,CUST-000106,2025-06-16,shipped,2025-06-17,,CA,CARR-010,SF Express,,1,930.00,20.13,950.13
ORD-0001265,CUST-004761,2023-11-30,cancelled,,,US,,,,1,464.00,24.87,488.87
ORD-0001266,CUST-000127,2025-05-30,processing,,,MX,CARR-008,Loomis,,4,508.00,12.08,520.08
ORD-0001267,CUST-000278,2025-12-23,delivered,2025-12-24,2025-12-27,CA,CARR-007,Royal Mail,,3,616.00,11.95,627.95
ORD-0001268,CUST-002260,2023-01-31,shipped,2023-02-04,,CA,CARR-010,SF Express,,2,1474.00,25.29,1499.29
ORD-0001269,CUST-000388,2022-11-26,processing,,,GB,CARR-002,FedEx,,1,546.00,26.04,572.04
ORD-0001270,CUST-002178,2025-11-24,cancelled,,,ES,,,,4,2340.00,7.04,2347.04
ORD-0001271,CUST-000745,2026-03-10,shipped,2026-03-12,,GB,CARR-005,Correios,,2,1162.00,23.48,1185.48
ORD-0001272,CUST-002491,11/03/2024,delivered,2024-03-12,2024-03-21,CL,CARR-005,Correios,,1,62.00,23.40,85.40
ORD-0001273,CUST-002198,2025-12-05,delivered,2025-12-09,2025-12-19,DE,CARR-006,Sedex,,2,663.00,27.45,690.45
ORD-0001274,CUST-001834,2022-11-25,cancelled,,,PT,,,,4,661.00,25.59,686.59
ORD-0001275,CUST-000872,2022-10-18,processing,,,ES,CARR-009,Aramex,,4,1959.00,29.32,1988.32
ORD-0001276,CUST-001583,2024-11-25,shipped,2024-11-28,,CO,CARR-001,UPS,,3,702.00,16.92,718.92
ORD-0001277,CUST-001916,2025-07-30,delivered,2025-07-31,2025-08-04,CL,CARR-006,Sedex,,1,84.00,6.16,90.16
ORD-0001278,CUST-003993,2023-02-25,returned,2023-02-28,2023-03-05,MX,CARR-007,Royal Mail,,3,2206.00,27.92,2233.92
ORD-0001279,CUST-001682,2024-05-11,delivered,2024-05-15,2024-05-18,JP,CARR-001,UPS,,3,740.00,32.88,772.88
ORD-0001280,CUST-000053,2022-11-30,delivered,2022-12-03,2022-12-05,US,CARR-002,FedEx,,3,633.00,30.89,663.89
ORD-0001281,CUST-004773,2024-05-28,processing,,,US,CARR-002,FedEx,,2,68.00,30.02,98.02
ORD-0001282,CUST-003327,2024-01-16,returned,2024-01-20,2024-01-25,ES,CARR-008,Loomis,,1,108.00,25.16,133.16
ORD-0001283,CUST-004727,2024-10-29,delivered,2024-10-31,2024-11-08,JP,CARR-005,Correios,,1,396.00,29.80,425.80
ORD-0001284,CUST-004564,2024-07-02,delivered,2024-07-05,2024-07-09,BR,CARR-001,UPS,,3,1521.00,5.88,1526.88
ORD-0001285,CUST-002532,2025-01-07,delivered,2025-01-08,2025-01-13,US,CARR-003,USPS,,3,1344.00,27.43,1371.43
ORD-0001286,CUST-001740,2024-11-23,delivered,2024-11-26,2024-12-04,BR,CARR-005,Correios,,3,2270.00,26.73,2296.73
ORD-0001287,CUST-002666,2024-03-06,returned,2024-03-07,2024-03-12,GB,CARR-006,Sedex,,2,315.00,22.25,337.25
ORD-0001288,CUST-004901,2025-04-18,cancelled,,,MX,,,,2,463.00,12.34,475.34
ORD-0001289,CUST-002482,2022-12-30,cancelled,,,CA,,,,2,134.00,9.94,143.94
ORD-0001290,CUST-003342,2025-12-01,delivered,2025-12-04,2025-12-07,US,CARR-001,UPS,,1,300.00,24.95,324.95
ORD-0001291,CUST-003088,2023-03-11,delivered,2023-03-15,2023-03-21,US,CARR-003,USPS,PROMO-0039,5,3390.00,2.35,3392.35
ORD-0001292,CUST-002905,2025-11-26,delivered,2025-11-30,2025-12-04,GB,CARR-004,DHL,,1,988.00,26.64,1014.64
ORD-0001293,CUST-003751,2025-05-18,delivered,2025-05-21,2025-05-28,CO,CARR-009,Aramex,,2,944.00,11.48,955.48
ORD-0001294,CUST-004170,2024-12-21,cancelled,,,IT,,,,4,3262.00,6.24,3268.24
ORD-0001295,CUST-004279,2026-01-08,cancelled,,,DE,,,,2,446.00,9.35,455.35
ORD-0001296,CUST-003519,2024-04-12,delivered,2024-04-13,2024-04-18,US,CARR-003,USPS,,2,139.00,19.30,158.30
ORD-0001297,CUST-001373,2025-06-03,delivered,2025-06-07,2025-06-11,JP,CARR-004,DHL,,4,596.00,31.24,627.24
ORD-0001298,CUST-003732,2025-11-30,delivered,2025-12-02,2025-12-11,US,CARR-003,USPS,,1,246.00,25.00,271.00
ORD-0001299,CUST-001077,2023-01-28,delivered,2023-01-29,2023-02-07,CL,CARR-005,Correios,,3,854.00,28.20,882.20
ORD-0001300,CUST-000960,2025-11-25,delivered,2025-11-27,2025-12-02,MX,CARR-003,USPS,,3,3807.00,23.87,3830.87
ORD-0001301,CUST-001442,2024-12-21,delivered,2024-12-23,2024-12-28,CL,CARR-004,DHL,,3,1119.00,35.14,1154.14
ORD-0001302,CUST-000550,2024-12-28,delivered,2024-12-29,2025-01-01,DE,CARR-007,Royal Mail,,2,1539.00,23.66,1562.66
ORD-0001303,CUST-000479,2024-11-20,delivered,2024-11-21,2024-11-26,CO,CARR-010,SF Express,,4,1103.00,13.93,1116.93
ORD-0001304,CUST-004301,2024-12-28,delivered,2024-12-31,2025-01-07,MX,CARR-009,Aramex,,3,402.00,29.63,431.63
ORD-0001305,CUST-002056,2025-03-25,shipped,2025-03-26,,BR,CARR-006,Sedex,,3,2099.00,12.00,2111.00
ORD-0001306,CUST-000024,2026-04-16,delivered,2026-04-18,2026-04-22,ES,CARR-007,Royal Mail,,4,2118.00,14.93,2132.93
ORD-0001307,CUST-004391,08/12/2024,returned,2024-12-11,2024-12-18,AU,CARR-009,Aramex,,3,1127.00,4.61,1131.61
ORD-0001308,CUST-003374,2022-04-08,delivered,2022-04-10,2022-04-19,BR,CARR-005,Correios,,1,651.00,22.31,673.31
ORD-0001309,CUST-002884,2022-03-01,shipped,2022-03-03,,IT,CARR-008,Loomis,,3,685.00,33.75,718.75
ORD-0001310,CUST-002942,2025-12-11,delivered,2025-12-15,2025-12-19,DE,CARR-004,DHL,,4,2110.00,32.98,2142.98
ORD-0001311,CUST-000492,2025-11-28,delivered,2025-11-29,2025-12-03,BR,CARR-007,Royal Mail,,4,465.00,27.43,492.43
ORD-0001312,CUST-004455,2023-07-11,delivered,2023-07-14,2023-07-16,ES,CARR-002,FedEx,,3,2428.00,23.40,2451.40
ORD-0001313,CUST-002475,2026-01-15,delivered,2026-01-18,2026-01-26,DE,CARR-002,FedEx,,4,819.00,15.00,834.00
ORD-0001314,CUST-002194,24/11/2025,shipped,2025-11-28,,US,CARR-006,Sedex,,3,642.00,12.31,654.31
ORD-0001315,CUST-004939,2026-02-16,delivered,2026-02-19,2026-02-25,AR,CARR-003,USPS,,1,215.00,25.88,240.88
ORD-0001316,CUST-002952,2024-05-30,delivered,2024-06-01,2024-06-06,PT,CARR-008,Loomis,,3,556.00,4.48,560.48
ORD-0001317,CUST-000211,2022-10-19,shipped,2022-10-20,,MX,CARR-009,Aramex,,3,705.00,5.91,710.91
ORD-0001318,CUST-000941,2022-11-26,returned,2022-11-27,2022-12-08,FR,CARR-010,SF Express,,4,1077.00,18.56,1095.56
ORD-0001319,CUST-004063,2025-11-12,processing,,,PT,CARR-002,FedEx,,4,1111.00,9.08,1120.08
ORD-0001320,CUST-004006,2022-08-11,delivered,2022-08-12,2022-08-22,PT,CARR-008,Loomis,,3,884.00,13.75,897.75
ORD-0001321,CUST-001716,2023-09-10,delivered,2023-09-12,2023-09-18,AR,CARR-009,Aramex,,2,602.00,20.15,622.15
ORD-0001322,CUST-003219,12/01/2026,delivered,2026-01-16,2026-01-21,GB,CARR-003,USPS,,3,2755.00,4.70,2759.70
ORD-0001323,CUST-001306,25/06/2023,shipped,2023-06-27,,JP,CARR-007,Royal Mail,,4,718.00,11.66,729.66
ORD-0001324,CUST-001285,2023-12-22,returned,2023-12-23,2023-12-26,ES,CARR-001,UPS,,4,256.00,3.56,259.56
ORD-0001325,CUST-002003,2024-05-21,delivered,2024-05-22,2024-05-27,AR,CARR-003,USPS,,4,449.00,18.33,467.33
ORD-0001326,CUST-003386,2024-04-15,delivered,2024-04-17,2024-04-21,BR,CARR-006,Sedex,,1,54.00,15.23,69.23
ORD-0001327,CUST-004352,26/12/2024,delivered,2024-12-30,2025-01-09,JP,CARR-008,Loomis,,3,810.00,11.67,821.67
ORD-0001328,CUST-002809,2022-10-22,cancelled,,,DE,,,,1,82.00,17.65,99.65
ORD-0001329,CUST-001615,2023-07-08,shipped,2023-07-10,,GB,CARR-006,Sedex,,3,922.00,6.75,928.75
ORD-0001330,CUST-000522,2022-12-01,processing,,,CL,CARR-003,USPS,,2,1779.00,27.80,1806.80
ORD-0001331,CUST-002846,2026-01-21,cancelled,,,IT,,,,3,449.00,24.54,473.54
ORD-0001332,CUST-004702,2024-02-27,cancelled,,,DE,,,,2,1091.00,20.93,1111.93
ORD-0001333,CUST-001517,2023-01-21,delivered,2023-01-25,2023-02-07,BR,CARR-005,Correios,,2,97.00,31.93,128.93
ORD-0001334,CUST-000234,2022-05-01,delivered,2022-05-02,2022-05-09,DE,CARR-009,Aramex,,3,2002.00,6.08,2008.08
ORD-0001335,CUST-001823,2024-11-27,delivered,2024-11-30,2024-12-03,ES,CARR-002,FedEx,,4,3890.00,24.94,3914.94
ORD-0001336,CUST-004714,2022-12-29,delivered,2022-12-30,2023-01-08,IT,CARR-009,Aramex,,2,114.00,15.10,129.10
ORD-0001337,CUST-002448,07/07/2023,processing,,,CA,CARR-001,UPS,,2,745.00,11.26,756.26
ORD-0001338,CUST-003708,2025-06-24,delivered,2025-06-27,2025-07-03,BR,CARR-003,USPS,,2,150.00,8.90,158.90
ORD-0001339,CUST-001040,2025-11-29,delivered,2025-12-02,2025-12-08,IT,CARR-003,USPS,,3,1406.00,5.79,1411.79
ORD-0001340,CUST-004009,2025-12-21,shipped,2025-12-23,,GB,CARR-006,Sedex,,4,546.00,23.77,569.77
ORD-0001341,CUST-000446,2024-04-23,delivered,2024-04-25,2024-05-01,DE,CARR-008,Loomis,,3,367.00,21.43,388.43
ORD-0001342,CUST-004579,2025-06-16,processing,,,MX,CARR-005,Correios,,3,641.00,17.58,658.58
ORD-0001343,CUST-001657,2025-11-29,shipped,2025-12-03,,AR,CARR-005,Correios,,1,374.00,25.79,399.79
ORD-0001344,CUST-003719,2024-01-18,delivered,2024-01-19,2024-01-22,US,CARR-001,UPS,,2,2637.00,13.60,2650.60
ORD-0001345,CUST-001390,2022-11-29,delivered,2022-12-02,2022-12-07,CO,CARR-008,Loomis,,3,1349.00,18.53,1367.53
ORD-0001346,CUST-001471,2025-08-05,cancelled,,,AU,,,,1,232.00,13.69,245.69
ORD-0001347,CUST-001949,2025-11-19,delivered,2025-11-20,2025-11-25,JP,CARR-003,USPS,,2,164.00,5.55,169.55
ORD-0001348,CUST-003739,2022-03-16,shipped,2022-03-20,,PT,CARR-009,Aramex,,2,2089.00,12.37,2101.37
ORD-0001349,CUST-003277,2024-06-24,delivered,2024-06-28,2024-07-02,GB,CARR-001,UPS,,4,1110.00,8.22,1118.22
ORD-0001350,CUST-003208,2025-11-23,delivered,2025-11-24,2025-11-30,AR,CARR-008,Loomis,,2,1005.00,10.17,1015.17
ORD-0001351,CUST-003844,2024-07-09,delivered,2024-07-11,2024-07-13,AU,CARR-002,FedEx,,2,293.00,0.73,293.73
ORD-0001352,CUST-002746,2022-11-25,delivered,2022-11-27,2022-12-03,US,CARR-003,USPS,,1,49.00,4.86,53.86
ORD-0001353,CUST-001058,25/11/2025,shipped,2025-11-26,,AR,CARR-001,UPS,,1,320.00,9.86,329.86
ORD-0001354,CUST-001049,2025-11-23,shipped,2025-11-26,,DE,CARR-004,DHL,,4,1926.00,28.64,1954.64
ORD-0001355,CUST-002378,2025-09-30,cancelled,,,DE,,,,2,119.00,11.19,130.19
ORD-0001356,CUST-004182,2023-07-14,shipped,2023-07-16,,BR,CARR-005,Correios,,4,443.00,38.52,481.52
ORD-0001357,CUST-000481,2023-12-20,shipped,2023-12-21,,DE,CARR-009,Aramex,,4,992.00,14.08,1006.08
ORD-0001358,CUST-001296,2026-04-24,returned,2026-04-25,2026-04-30,BR,CARR-003,USPS,,2,332.00,17.50,349.50
ORD-0001359,CUST-002198,2024-03-31,delivered,2024-04-02,2024-04-06,DE,CARR-007,Royal Mail,,2,1274.00,16.25,1290.25
ORD-0001360,CUST-003851,2024-03-02,returned,2024-03-05,2024-03-13,BR,CARR-005,Correios,,2,543.00,35.95,578.95
ORD-0001361,CUST-002689,2024-11-30,delivered,2024-12-01,2024-12-03,PT,CARR-002,FedEx,,3,1228.00,4.80,1232.80
ORD-0001362,CUST-000753,2023-07-04,delivered,2023-07-06,2023-07-13,BR,CARR-009,Aramex,,4,3468.00,6.06,3474.06
ORD-0001363,CUST-001255,2022-12-05,shipped,2022-12-07,,CA,CARR-009,Aramex,,1,62.00,25.02,87.02
ORD-0001364,CUST-002187,2022-08-03,delivered,2022-08-04,2022-08-08,GB,CARR-010,SF Express,,4,2374.00,11.19,2385.19
ORD-0001365,CUST-001030,2023-01-14,shipped,2023-01-18,,US,CARR-001,UPS,,2,94.00,14.61,108.61
ORD-0001366,CUST-000313,2024-12-01,returned,2024-12-04,2024-12-10,CL,CARR-009,Aramex,,2,491.00,22.93,513.93
ORD-0001367,CUST-004554,2022-09-05,cancelled,,,CA,,,,2,431.00,35.64,466.64
ORD-0001368,CUST-000532,2025-12-17,returned,2025-12-18,2025-12-24,DE,CARR-008,Loomis,,2,263.00,33.36,296.36
ORD-0001369,CUST-004012,2025-08-05,cancelled,,,CL,,,,1,56.00,6.71,62.71
ORD-0001370,CUST-002894,2024-01-07,delivered,2024-01-09,2024-01-13,US,CARR-010,SF Express,,2,79.00,11.22,90.22
ORD-0001371,CUST-004270,2023-12-15,cancelled,,,GB,,,PROMO-0040,4,2361.00,20.66,2381.66
ORD-0001372,CUST-001044,2022-01-09,delivered,2022-01-11,2022-01-13,US,CARR-002,FedEx,,3,1301.00,29.83,1330.83
ORD-0001373,CUST-004653,2022-07-12,delivered,2022-07-16,2022-07-19,GB,CARR-007,Royal Mail,,2,341.00,22.73,363.73
ORD-0001374,CUST-004874,2024-12-20,delivered,2024-12-21,2024-12-24,US,CARR-002,FedEx,,3,1416.00,25.75,1441.75
ORD-0001375,CUST-002936,2025-01-17,delivered,2025-01-19,2025-01-25,US,CARR-003,USPS,,1,1582.00,27.41,1609.41
ORD-0001376,CUST-001064,11/06/2025,delivered,2025-06-15,2025-06-27,US,CARR-008,Loomis,,4,533.00,35.29,568.29
ORD-0001377,CUST-000078,2023-06-21,delivered,2023-06-24,2023-06-28,GB,CARR-006,Sedex,,2,1725.00,35.00,1760.00
ORD-0001378,CUST-000185,2025-06-14,returned,2025-06-18,2025-06-21,US,CARR-001,UPS,,1,22.00,32.47,54.47
ORD-0001379,CUST-002199,2024-12-14,shipped,2024-12-15,,JP,CARR-010,SF Express,,2,399.00,31.03,430.03
ORD-0001380,CUST-001762,2025-01-07,cancelled,,,US,,,,4,757.00,15.12,772.12
ORD-0001381,CUST-000207,2022-07-28,returned,2022-08-01,2022-08-09,US,CARR-006,Sedex,,2,443.00,13.82,456.82
ORD-0001382,CUST-001456,2023-12-05,processing,,,BR,CARR-008,Loomis,PROMO-0008,5,1357.00,18.45,1375.45
ORD-0001383,CUST-003437,2025-11-27,shipped,2025-12-01,,US,CARR-002,FedEx,,2,355.00,9.61,364.61
ORD-0001384,CUST-002602,2022-05-11,cancelled,,,DE,,,,1,456.00,29.92,485.92
ORD-0001385,CUST-001257,2023-04-11,delivered,2023-04-12,2023-04-17,MX,CARR-004,DHL,,2,952.00,27.89,979.89
ORD-0001386,CUST-000479,2025-12-01,delivered,2025-12-05,2025-12-10,CO,CARR-003,USPS,,1,110.00,17.94,127.94
ORD-0001387,CUST-003254,2025-10-14,delivered,2025-10-17,2025-10-20,AU,CARR-007,Royal Mail,,1,346.00,8.35,354.35
