payment_id,order_id,method,status,amount,currency,paid_at
PAY-0001783,ORD-0001783,paypal,captured,4974.15,USD,2025-10-02 11:55:02
PAY-0001784,ORD-0001784,pix,captured,713.58,USD,2024-07-16 00:05:48
PAY-0001785,ORD-0001785,credit_card,captured,609.30,USD,2024-12-29 13:05:28
PAY-0001786,ORD-0001786,debit_card,captured,1241.54,USD,2025-12-14 01:29:37
PAY-0001787,ORD-0001787,pix,captured,727.76,USD,2025-05-17 19:57:15
PAY-0001789,ORD-0001789,credit_card,captured,61.06,USD,2024-11-27 13:45:17
PAY-0001790,ORD-0001790,credit_card,captured,1971.82,USD,2024-12-15 23:53:35
PAY-0001791,ORD-0001791,debit_card,captured,106.01,USD,2025-05-28 03:42:01
PAY-0001792,ORD-0001792,crypto,captured,251.21,USD,2024-12-17 00:00:02
PAY-0001793,ORD-0001793,credit_card,captured,1887.75,USD,2023-08-31 02:08:52
PAY-0001794,ORD-0001794,credit_card,captured,2904.15,USD,2023-09-01 03:10:43
PAY-0001795,ORD-0001795,credit_card,captured,210.23,USD,2025-12-10 21:30:36
PAY-0001796,ORD-0001796,paypal,refunded,1199.60,USD,2023-11-25 00:02:02
PAY-0001797,ORD-0001797,debit_card,captured,954.06,USD,2025-11-25 06:24:41
PAY-0001798,ORD-0001798,crypto,captured,1530.82,USD,2025-09-14 13:06:31
PAY-0001799,ORD-0001799,boleto,captured,1038.55,USD,2023-05-07 21:46:34
PAY-0001800,ORD-0001800,boleto,captured,2279.69,USD,2022-07-30 06:00:21
PAY-0001801,ORD-0001801,credit_card,captured,53.11,USD,2024-12-21 08:34:01
PAY-0001802,ORD-0001802,credit_card,captured,1221.84,USD,2024-03-13 02:14:52
PAY-0001803,ORD-0001803,google_pay,captured,1357.19,USD,2023-04-04 13:13:11
PAY-0001804,ORD-0001804,credit_card,captured,808.60,USD,2023-12-20 08:18:00
PAY-0001805,ORD-0001805,paypal,captured,543.55,USD,2023-08-15 19:59:57
PAY-0001806,ORD-0001806,credit_card,captured,1200.06,USD,2022-07-24 15:19:09
PAY-0001807,ORD-0001807,crypto,captured,476.89,USD,2025-10-22 03:55:32
PAY-0001808,ORD-0001808,apple_pay,captured,1287.14,USD,2025-12-29 11:11:09
PAY-0001809,ORD-0001809,paypal,refunded,860.36,USD,2024-11-25 14:43:01
PAY-0001810,ORD-0001810,paypal,captured,35.28,USD,2023-11-25 08:58:51
PAY-0001811,ORD-0001811,debit_card,captured,871.76,USD,2023-04-13 02:49:26
PAY-0001812,ORD-0001812,apple_pay,captured,2407.85,USD,2024-12-06 10:21:23
PAY-0001813,ORD-0001813,credit_card,captured,2946.31,USD,2023-12-01 15:26:04
PAY-0001815,ORD-0001815,debit_card,captured,1129.92,USD,2023-07-11 12:49:35
PAY-0001816,ORD-0001816,credit_card,refunded,1904.48,USD,2024-02-10 00:38:14
PAY-0001817,ORD-0001817,credit_card,captured,931.60,USD,2026-03-30 12:17:58
PAY-0001818,ORD-0001818,google_pay,captured,1897.56,USD,2025-11-24 10:56:12
PAY-0001819,ORD-0001819,credit_card,captured,192.75,USD,2023-09-17 22:02:36
PAY-0001820,ORD-0001820,boleto,captured,793.52,USD,2024-11-25 08:25:31
PAY-0001821,ORD-0001821,google_pay,captured,497.62,USD,2025-03-18 20:10:09
PAY-0001822,ORD-0001822,paypal,captured,706.58,USD,2024-12-09 10:07:49
PAY-0001823,ORD-0001823,boleto,captured,956.47,USD,2025-06-23 10:33:05
PAY-0001824,ORD-0001824,google_pay,captured,445.72,USD,2025-09-26 22:07:54
PAY-0001825,ORD-0001825,debit_card,captured,1346.89,USD,2025-12-01 02:33:28
PAY-0001826,ORD-0001826,crypto,refunded,1006.24,USD,2023-02-18 00:26:34
PAY-0001827,ORD-0001827,crypto,captured,1240.95,USD,2024-12-03 03:27:57
PAY-0001828,ORD-0001828,boleto,chargeback,4375.08,USD,2024-09-04 19:26:19
PAY-0001829,ORD-0001829,debit_card,captured,2771.97,USD,2023-08-11 21:25:57
PAY-0001830,ORD-0001830,credit_card,captured,1660.91,USD,2024-10-21 01:48:57
PAY-0001831,ORD-0001831,paypal,captured,2359.30,USD,2024-11-29 01:03:53
PAY-0001832,ORD-0001832,credit_card,captured,69.60,USD,2023-01-04 18:05:32
PAY-0001833,ORD-0001833,pix,captured,262.39,USD,2024-08-08 17:55:46
PAY-0001834,ORD-0001834,debit_card,captured,723.38,USD,2025-11-27 18:44:34
PAY-0001835,ORD-0001835,paypal,refunded,343.65,USD,2023-03-08 04:32:59
PAY-0001836,ORD-0001836,debit_card,captured,212.22,USD,2023-05-04 22:57:19
PAY-0001837,ORD-0001837,debit_card,captured,223.34,USD,2024-12-15 17:48:36
PAY-0001838,ORD-0001838,google_pay,captured,43.39,USD,2022-07-25 12:16:30
PAY-0001839,ORD-0001839,crypto,captured,1589.00,USD,2023-04-11 07:50:14
PAY-0001840,ORD-0001840,debit_card,captured,986.09,USD,2024-12-21 06:15:37
PAY-0001841,ORD-0001841,apple_pay,captured,31.53,USD,2023-04-23 23:58:28
PAY-0001842,ORD-0001842,credit_card,captured,900.22,USD,2022-11-28 07:38:11
PAY-0001843,ORD-0001843,debit_card,captured,255.25,USD,2024-12-15 17:05:12
PAY-0001844,ORD-0001844,pix,captured,1514.49,USD,2025-12-08 16:05:56
PAY-0001845,ORD-0001845,boleto,captured,2009.92,USD,2025-11-27 05:45:12
PAY-0001846,ORD-0001846,apple_pay,captured,1176.18,USD,2026-03-30 09:31:24
PAY-0001847,ORD-0001847,crypto,captured,458.21,USD,2024-12-10 12:18:35
PAY-0001848,ORD-0001848,paypal,captured,1629.01,USD,2023-11-26 19:56:47
PAY-0001849,ORD-0001849,google_pay,captured,3839.20,USD,2023-07-31 00:48:49
PAY-0001850,ORD-0001850,pix,captured,195.42,USD,2024-11-26 20:29:33
PAY-0001851,ORD-0001851,boleto,captured,589.77,USD,2025-01-03 11:41:19
PAY-0001852,ORD-0001852,credit_card,captured,1871.14,USD,2024-07-05 22:35:56
PAY-0001853,ORD-0001853,crypto,captured,2369.68,USD,2023-03-03 16:19:33
PAY-0001854,ORD-0001854,crypto,captured,52.88,USD,2025-06-13 09:59:23
PAY-0001855,ORD-0001855,debit_card,failed,2539.23,USD,2026-02-15 07:42:57
PAY-0001856,ORD-0001856,crypto,captured,861.87,USD,2023-09-22 19:49:11
PAY-0001857,ORD-0001857,debit_card,captured,993.09,USD,2024-12-17 00:34:06
PAY-0001858,ORD-0001858,crypto,captured,338.06,USD,2024-11-25 06:25:39
PAY-0001859,ORD-0001859,debit_card,captured,852.85,USD,2025-12-24 00:52:29
PAY-0001860,ORD-0001860,boleto,captured,458.39,USD,2024-09-02 04:47:35
PAY-0001861,ORD-0001861,credit_card,captured,819.81,USD,2025-06-01 06:48:00
PAY-0001862,ORD-0001862,credit_card,captured,392.57,USD,2025-08-27 08:34:04
PAY-0001863,ORD-0001863,pix,captured,2115.97,USD,2023-12-30 16:00:35
PAY-0001864,ORD-0001864,boleto,captured,78.95,USD,2023-11-15 17:05:21
PAY-0001865,ORD-0001865,crypto,failed,386.87,USD,2024-10-22 06:08:30
PAY-0001866,ORD-0001866,credit_card,captured,725.93,USD,2025-12-27 01:26:53
PAY-0001867,ORD-0001867,paypal,captured,2403.18,USD,2024-11-29 09:15:13
PAY-0001868,ORD-0001868,paypal,captured,4690.09,USD,2026-04-05 03:41:40
PAY-0001869,ORD-0001869,apple_pay,captured,1138.39,USD,2022-09-02 13:19:59
PAY-0001870,ORD-0001870,credit_card,captured,1035.63,USD,2025-04-11 23:03:12
PAY-0001871,ORD-0001871,credit_card,captured,626.88,USD,2023-12-13 13:57:34
PAY-0001872,ORD-0001872,credit_card,captured,791.69,USD,2025-11-26 04:35:24
PAY-0001873,ORD-0001873,pix,captured,1802.68,USD,2023-08-25 12:00:43
PAY-0001874,ORD-0001874,credit_card,captured,740.29,USD,2024-02-22 19:57:05
PAY-0001875,ORD-0001875,apple_pay,refunded,771.73,USD,2023-10-30 14:29:17
PAY-0001876,ORD-0001876,apple_pay,captured,255.59,USD,2024-12-19 03:25:28
PAY-0001877,ORD-0001877,pix,captured,135.74,USD,2024-10-17 03:57:11
PAY-0001878,ORD-0001878,credit_card,captured,856.36,USD,2024-02-23 13:40:54
PAY-0001879,ORD-0001879,pix,captured,573.27,USD,2026-03-06 18:29:42
PAY-0001880,ORD-0001880,google_pay,captured,642.76,USD,2025-04-26 21:36:20
PAY-0001881,ORD-0001881,debit_card,captured,86.90,USD,2024-07-16 16:59:23
PAY-0001882,ORD-0001882,google_pay,captured,806.92,USD,2024-10-31 07:58:14
PAY-0001883,ORD-0001883,crypto,captured,189.79,USD,2022-03-06 12:25:44
PAY-0001884,ORD-0001884,apple_pay,captured,571.95,USD,2025-07-19 06:01:24
PAY-0001885,ORD-0001885,debit_card,captured,692.91,USD,2022-01-02 13:44:19
PAY-0001886,ORD-0001886,credit_card,refunded,2586.86,USD,2026-04-13 04:40:01
PAY-0001887,ORD-0001887,debit_card,captured,880.69,USD,2023-12-12 18:30:43
PAY-0001888,ORD-0001888,credit_card,captured,1208.86,USD,2022-07-19 07:45:48
PAY-0001889,ORD-0001889,pix,captured,1612.04,USD,2024-02-29 21:34:46
PAY-0001890,ORD-0001890,paypal,captured,2350.39,USD,2025-12-11 18:35:21
PAY-0001891,ORD-0001891,credit_card,captured,113.97,USD,2024-11-25 22:42:19
PAY-0001892,ORD-0001892,crypto,captured,2125.47,USD,2025-03-11 19:35:38
PAY-0001893,ORD-0001893,debit_card,captured,1035.86,USD,2025-01-28 10:13:23
PAY-0001894,ORD-0001894,debit_card,captured,875.53,USD,2023-12-19 13:14:45
PAY-0001895,ORD-0001895,credit_card,captured,492.88,USD,2024-09-18 10:53:14
PAY-0001896,ORD-0001896,credit_card,captured,121.12,USD,2025-11-30 15:43:38
PAY-0001897,ORD-0001897,credit_card,captured,2558.28,USD,2023-12-19 02:53:45
PAY-0001898,ORD-0001898,boleto,captured,57.44,USD,2025-04-29 22:43:39
PAY-0001899,ORD-0001899,credit_card,captured,2060.71,USD,2022-01-08 20:26:10
PAY-0001900,ORD-0001900,debit_card,captured,259.39,USD,2025-09-24 18:31:10
PAY-0001901,ORD-0001901,credit_card,captured,812.82,USD,2024-09-03 09:25:34
PAY-0001902,ORD-0001902,credit_card,captured,93.99,USD,2025-07-13 20:24:41
PAY-0001903,ORD-0001903,credit_card,captured,1930.83,USD,2024-07-07 16:18:13
PAY-0001904,ORD-0001904,boleto,captured,2634.38,USD,2025-12-04 12:47:26
PAY-0001905,ORD-0001905,boleto,captured,754.93,USD,2025-08-18 23:48:43
PAY-0001906,ORD-0001906,debit_card,captured,1597.77,USD,2025-02-16 16:36:16
PAY-0001907,ORD-0001907,credit_card,captured,1797.09,USD,2023-08-18 15:39:03
PAY-0001908,ORD-0001908,credit_card,captured,1022.57,USD,2024-12-29 15:20:44
PAY-0001909,ORD-0001909,debit_card,refunded,840.34,USD,2026-04-02 16:28:29
PAY-0001911,ORD-0001911,credit_card,captured,241.23,USD,2024-12-02 01:51:57
PAY-0001912,ORD-0001912,credit_card,captured,1374.50,USD,2025-12-01 20:19:09
PAY-0001913,ORD-0001913,apple_pay,captured,1319.06,USD,2022-11-27 03:09:38
PAY-0001914,ORD-0001914,credit_card,captured,84.18,USD,2023-01-11 19:52:17
PAY-0001915,ORD-0001915,pix,refunded,1628.21,USD,2023-12-08 20:28:19
PAY-0001916,ORD-0001916,pix,captured,543.54,USD,2025-02-14 19:05:53
PAY-0001917,ORD-0001917,apple_pay,captured,2824.36,USD,2022-07-23 13:58:05
PAY-0001918,ORD-0001918,pix,captured,653.07,USD,2025-04-29 12:48:25
PAY-0001919,ORD-0001919,debit_card,captured,115.04,USD,2024-12-03 08:06:12
PAY-0001920,ORD-0001920,apple_pay,captured,639.91,USD,2024-06-14 13:57:24
PAY-0001921,ORD-0001921,paypal,captured,1017.52,USD,2022-05-18 04:14:12
PAY-0001922,ORD-0001922,boleto,captured,179.98,USD,2022-12-12 23:16:56
PAY-0001923,ORD-0001923,crypto,captured,119.23,USD,2025-12-11 00:33:16
PAY-0001924,ORD-0001924,crypto,refunded,239.48,USD,2024-11-26 11:34:19
PAY-0001925,ORD-0001925,debit_card,failed,386.94,USD,2023-11-27 13:03:34
PAY-0001926,ORD-0001926,credit_card,captured,470.68,USD,2025-11-24 23:06:35
PAY-0001927,ORD-0001927,credit_card,refunded,561.50,USD,2024-11-27 12:02:24
PAY-0001928,ORD-0001928,crypto,captured,1010.09,USD,2024-07-30 21:53:27
PAY-0001929,ORD-0001929,credit_card,captured,100.56,USD,2025-07-03 16:49:09
PAY-0001930,ORD-0001930,debit_card,captured,649.63,USD,2023-10-30 05:09:58
PAY-0001931,ORD-0001931,debit_card,captured,1512.20,USD,2023-01-30 18:04:49
PAY-0001932,ORD-0001932,boleto,captured,686.37,USD,2022-02-28 07:37:16
PAY-0001933,ORD-0001933,pix,captured,520.18,USD,2022-11-23 23:04:27
PAY-0001934,ORD-0001934,crypto,captured,2033.35,USD,2023-02-27 08:20:57
PAY-0001935,ORD-0001935,debit_card,captured,94.30,USD,2025-05-02 00:16:17
PAY-0001936,ORD-0001936,apple_pay,failed,1195.18,USD,2024-04-17 02:57:15
PAY-0001937,ORD-0001937,credit_card,captured,2509.82,USD,2024-10-09 12:45:59
PAY-0001938,ORD-0001938,google_pay,captured,1216.32,USD,2023-12-22 06:02:39
PAY-0001939,ORD-0001939,credit_card,refunded,647.01,USD,2025-11-14 16:28:06
PAY-0001940,ORD-0001940,debit_card,refunded,89.27,USD,2023-10-12 02:40:44
PAY-0001941,ORD-0001941,credit_card,captured,224.03,USD,2024-07-26 10:10:53
PAY-0001942,ORD-0001942,crypto,captured,206.82,USD,2023-04-15 00:11:15
PAY-0001943,ORD-0001943,debit_card,captured,3295.88,USD,2025-05-17 07:35:27
PAY-0001944,ORD-0001944,apple_pay,captured,1700.22,USD,2023-12-25 19:01:04
PAY-0001945,ORD-0001945,credit_card,captured,1095.11,USD,2026-01-18 02:26:41
PAY-0001946,ORD-0001946,debit_card,captured,1001.09,USD,2025-03-06 06:49:13
PAY-0001947,ORD-0001947,credit_card,captured,960.72,USD,2025-03-20 04:38:11
PAY-0001948,ORD-0001948,credit_card,refunded,22.54,USD,2023-11-29 23:05:46
PAY-0001949,ORD-0001949,pix,captured,2001.14,USD,2023-11-27 23:33:55
PAY-0001950,ORD-0001950,debit_card,captured,1788.15,USD,2025-11-26 08:43:25
PAY-0001951,ORD-0001951,boleto,captured,147.02,USD,2024-11-24 04:27:17
PAY-0001952,ORD-0001952,credit_card,captured,303.00,USD,2022-11-29 20:51:05
PAY-0001953,ORD-0001953,crypto,captured,509.48,USD,2024-04-12 10:37:08
PAY-0001954,ORD-0001954,boleto,captured,1895.16,USD,2023-09-19 06:55:52
PAY-0001956,ORD-0001956,credit_card,captured,266.96,USD,2022-11-27 17:26:31
PAY-0001957,ORD-0001957,crypto,captured,732.22,USD,2024-12-02 11:26:11
PAY-0001958,ORD-0001958,paypal,refunded,960.14,USD,2025-02-06 06:51:42
PAY-0001959,ORD-0001959,debit_card,captured,385.15,USD,2024-05-22 04:23:23
PAY-0001960,ORD-0001960,apple_pay,captured,1446.00,USD,2024-11-28 06:00:56
PAY-0001961,ORD-0001961,debit_card,captured,361.16,USD,2025-05-29 23:08:58
PAY-0001962,ORD-0001962,credit_card,captured,1204.56,USD,2023-01-23 10:56:32
PAY-0001963,ORD-0001963,boleto,captured,5118.91,USD,2022-11-20 16:47:24
PAY-0001964,ORD-0001964,paypal,refunded,1019.97,USD,2023-07-21 12:13:13
PAY-0001965,ORD-0001965,credit_card,captured,2528.61,USD,2022-11-30 06:41:25
PAY-0001966,ORD-0001966,pix,captured,2257.92,USD,2025-12-30 17:19:48
PAY-0001967,ORD-0001967,credit_card,captured,822.72,USD,2024-10-22 20:53:50
PAY-0001968,ORD-0001968,boleto,refunded,75.32,USD,2023-11-25 21:05:20
PAY-0001969,ORD-0001969,google_pay,captured,1636.36,USD,2023-03-11 18:32:14
PAY-0001970,ORD-0001970,apple_pay,refunded,1182.38,USD,2022-11-29 20:42:43
PAY-0001971,ORD-0001971,credit_card,captured,784.07,USD,2025-12-15 15:38:33
PAY-0001972,ORD-0001972,debit_card,captured,897.69,USD,2022-11-29 13:31:51
PAY-0001973,ORD-0001973,credit_card,captured,7609.33,USD,2025-07-17 00:20:16
PAY-0001974,ORD-0001974,credit_card,captured,545.43,USD,2024-12-02 20:23:21
PAY-0001975,ORD-0001975,credit_card,captured,1379.05,USD,2023-02-19 03:31:10
PAY-0001976,ORD-0001976,credit_card,captured,4327.21,USD,2025-12-04 09:34:03
PAY-0001977,ORD-0001977,google_pay,captured,339.02,USD,2024-01-13 14:54:34
PAY-0001978,ORD-0001978,apple_pay,captured,2083.00,USD,2024-04-13 05:07:34
PAY-0001979,ORD-0001979,credit_card,captured,3039.87,USD,2023-04-16 17:20:52
PAY-0001980,ORD-0001980,pix,refunded,815.74,USD,2025-02-23 15:28:03
PAY-0001981,ORD-0001981,google_pay,captured,240.16,USD,2025-08-01 22:36:56
PAY-0001982,ORD-0001982,credit_card,captured,1135.38,USD,2024-11-07 03:39:50
PAY-0001983,ORD-0001983,pix,chargeback,556.43,USD,2025-12-02 13:04:26
PAY-0001984,ORD-0001984,credit_card,captured,165.44,USD,2024-12-25 12:05:10
PAY-0001985,ORD-0001985,apple_pay,captured,210.14,USD,2025-06-09 21:36:48
PAY-0001986,ORD-0001986,credit_card,captured,201.28,USD,2025-08-14 07:23:28
PAY-0001987,ORD-0001987,credit_card,captured,294.37,USD,2024-11-30 22:11:12
PAY-0001988,ORD-0001988,credit_card,captured,199.68,USD,2024-01-01 10:58:16
PAY-0001989,ORD-0001989,boleto,captured,2532.58,USD,2025-01-10 23:15:50
PAY-0001990,ORD-0001990,google_pay,chargeback,35.09,USD,2024-08-06 20:12:38
PAY-0001991,ORD-0001991,debit_card,captured,1574.37,USD,2025-03-25 20:53:27
PAY-0001992,ORD-0001992,paypal,refunded,2247.29,USD,2024-11-22 00:55:42
PAY-0001993,ORD-0001993,google_pay,captured,1032.51,USD,2022-12-18 06:57:08
PAY-0001994,ORD-0001994,apple_pay,refunded,1855.79,USD,2023-06-07 05:52:14
PAY-0001995,ORD-0001995,boleto,captured,258.97,USD,2024-09-12 05:56:35
PAY-0001996,ORD-0001996,credit_card,captured,236.26,USD,2023-07-04 00:56:53
PAY-0001997,ORD-0001997,crypto,captured,547.47,USD,2025-08-06 14:13:52
PAY-0001998,ORD-0001998,boleto,captured,492.34,USD,2023-01-19 04:29:18
PAY-0001999,ORD-0001999,credit_card,captured,2641.89,USD,2025-10-16 14:18:52
PAY-0002000,ORD-0002000,debit_card,captured,279.31,USD,2024-01-07 11:32:29
PAY-0002001,ORD-0002001,crypto,chargeback,709.26,USD,2022-07-04 10:20:00
PAY-0002002,ORD-0002002,debit_card,captured,341.30,USD,2022-11-26 21:36:03
PAY-0002003,ORD-0002003,paypal,captured,1894.28,USD,2023-05-17 00:53:11
PAY-0002004,ORD-0002004,debit_card,failed,578.85,USD,2026-03-02 14:59:07
PAY-0002005,ORD-0002005,credit_card,failed,1562.82,USD,2023-11-28 20:07:49
PAY-0002006,ORD-0002006,debit_card,captured,42.84,USD,2025-03-10 22:48:39
PAY-0002007,ORD-0002007,crypto,chargeback,1324.55,USD,2023-12-01 20:46:30
PAY-0002008,ORD-0002008,credit_card,refunded,2397.00,USD,2025-02-02 13:18:39
PAY-0002009,ORD-0002009,credit_card,chargeback,1849.53,USD,2022-05-15 05:29:00
PAY-0002010,ORD-0002010,credit_card,captured,2675.66,USD,2025-11-29 04:10:26
PAY-0002011,ORD-0002011,boleto,captured,77.52,USD,2022-05-21 15:30:18
PAY-0002012,ORD-0002012,debit_card,captured,863.51,USD,2023-03-25 04:05:48
PAY-0002013,ORD-0002013,boleto,refunded,2011.24,USD,2024-08-31 15:07:41
PAY-0002014,ORD-0002014,google_pay,refunded,1535.53,USD,2023-05-06 22:52:14
PAY-0002015,ORD-0002015,pix,captured,93.49,USD,2025-12-14 19:08:40
PAY-0002016,ORD-0002016,paypal,captured,296.97,USD,2024-11-30 14:20:30
PAY-0002017,ORD-0002017,paypal,captured,155.41,USD,2024-12-06 08:10:43
PAY-0002018,ORD-0002018,credit_card,captured,2566.75,USD,2022-10-31 11:24:19
PAY-0002019,ORD-0002019,debit_card,captured,213.82,USD,2026-01-01 03:02:32
PAY-0002020,ORD-0002020,debit_card,captured,341.40,USD,2024-12-01 01:14:02
PAY-0002021,ORD-0002021,credit_card,refunded,2391.53,USD,2022-04-20 16:11:20
PAY-0002022,ORD-0002022,credit_card,captured,1326.52,USD,2022-04-11 13:23:55
PAY-0002023,ORD-0002023,paypal,captured,86.49,USD,2024-06-10 15:21:58
PAY-0002024,ORD-0002024,paypal,captured,2416.85,USD,2024-05-23 21:35:47
PAY-0002025,ORD-0002025,debit_card,captured,748.01,USD,2024-12-12 17:57:18
PAY-0002026,ORD-0002026,crypto,captured,46.34,USD,2025-11-26 03:20:55
PAY-0002027,ORD-0002027,credit_card,captured,250.94,USD,2024-07-19 21:23:07
PAY-0002028,ORD-0002028,debit_card,captured,1093.01,USD,2026-03-30 20:08:51
PAY-0002029,ORD-0002029,boleto,captured,1084.75,USD,2022-01-10 14:46:52
PAY-0002030,ORD-0002030,paypal,captured,114.80,USD,2025-03-04 14:35:09
PAY-0002031,ORD-0002031,debit_card,captured,2383.45,USD,2024-07-29 12:42:28
PAY-0002032,ORD-0002032,boleto,captured,1285.93,USD,2025-09-19 08:40:26
PAY-0002033,ORD-0002033,pix,captured,676.00,USD,2025-11-28 16:14:00
PAY-0002034,ORD-0002034,pix,refunded,281.14,USD,2023-06-28 01:41:01
PAY-0002035,ORD-0002035,debit_card,captured,894.26,USD,2025-01-07 04:36:02
PAY-0002036,ORD-0002036,credit_card,captured,1469.41,USD,2024-11-22 08:10:24
PAY-0002037,ORD-0002037,google_pay,refunded,1058.94,USD,2025-11-21 05:59:20
PAY-0002038,ORD-0002038,paypal,captured,30.75,USD,2024-08-16 13:16:06
PAY-0002039,ORD-0002039,google_pay,captured,81.16,USD,2022-12-28 03:46:15
PAY-0002040,ORD-0002040,google_pay,captured,99.24,USD,2025-10-03 11:58:20
PAY-0002041,ORD-0002041,credit_card,captured,70.12,USD,2023-11-09 13:55:02
PAY-0002042,ORD-0002042,crypto,captured,399.35,USD,2023-02-06 17:49:11
PAY-0002043,ORD-0002043,crypto,captured,597.31,USD,2025-09-12 07:56:40
PAY-0002044,ORD-0002044,boleto,captured,258.03,USD,2025-11-12 12:55:25
PAY-0002045,ORD-0002045,credit_card,captured,917.70,USD,2025-12-10 05:10:47
PAY-0002046,ORD-0002046,boleto,refunded,907.86,USD,2025-01-29 18:53:04
PAY-0002047,ORD-0002047,apple_pay,captured,142.99,USD,2026-01-15 12:48:47
PAY-0002048,ORD-0002048,credit_card,refunded,103.93,USD,2025-06-17 00:17:00
PAY-0002049,ORD-0002049,debit_card,failed,2269.94,USD,2024-04-13 18:42:21
PAY-0002050,ORD-0002050,credit_card,captured,1550.24,USD,2026-02-13 07:38:24
PAY-0002051,ORD-0002051,crypto,chargeback,2167.79,USD,2024-12-01 09:41:13
PAY-0002052,ORD-0002052,boleto,refunded,1359.42,USD,2023-05-14 05:25:28
PAY-0002053,ORD-0002053,apple_pay,captured,744.07,USD,2024-11-24 07:02:23
PAY-0002054,ORD-0002054,credit_card,captured,1214.07,USD,2026-02-26 09:35:28
PAY-0002055,ORD-0002055,debit_card,captured,383.74,USD,2024-11-25 08:01:44
PAY-0002056,ORD-0002056,pix,captured,2844.73,USD,2025-12-08 01:10:29
PAY-0002057,ORD-0002057,paypal,refunded,2288.32,USD,2023-05-30 22:29:37
PAY-0002058,ORD-0002058,pix,captured,141.12,USD,2025-12-03 18:01:04
PAY-0002059,ORD-0002059,crypto,refunded,1438.67,USD,2022-01-27 00:44:30
PAY-0002060,ORD-0002060,debit_card,captured,326.45,USD,2025-10-30 07:27:34
PAY-0002061,ORD-0002061,pix,captured,2200.97,USD,2022-09-02 04:07:50
PAY-0002062,ORD-0002062,boleto,captured,1520.67,USD,2023-12-05 15:51:41
PAY-0002063,ORD-0002063,google_pay,captured,2006.67,USD,2023-11-29 05:13:58
PAY-0002064,ORD-0002064,debit_card,captured,2855.50,USD,2025-09-27 11:20:09
PAY-0002065,ORD-0002065,debit_card,captured,74.96,USD,2024-11-27 02:17:32
PAY-0002066,ORD-0002066,credit_card,captured,1851.96,USD,2024-12-01 09:07:29
PAY-0002068,ORD-0002068,credit_card,captured,179.56,USD,2025-06-08 04:38:50
PAY-0002069,ORD-0002069,debit_card,captured,887.95,USD,2023-08-12 04:59:24
PAY-0002070,ORD-0002070,credit_card,captured,2306.27,USD,2022-11-30 18:58:36
PAY-0002071,ORD-0002071,crypto,captured,101.48,USD,2023-07-23 13:17:47
PAY-0002072,ORD-0002072,crypto,captured,139.31,USD,2024-04-03 02:00:51
PAY-0002073,ORD-0002073,paypal,captured,2722.01,USD,2024-11-21 20:19:46
PAY-0002074,ORD-0002074,paypal,captured,2047.08,USD,2023-08-10 11:49:06
PAY-0002076,ORD-0002076,credit_card,captured,436.46,USD,2023-07-28 12:28:12
PAY-0002077,ORD-0002077,pix,chargeback,2631.96,USD,2024-06-20 08:16:13
PAY-0002078,ORD-0002078,google_pay,captured,253.10,USD,2025-02-12 09:30:52
PAY-0002079,ORD-0002079,debit_card,captured,546.49,USD,2025-12-09 13:13:18
PAY-0002080,ORD-0002080,google_pay,captured,982.31,USD,2022-07-08 02:48:17
PAY-0002081,ORD-0002081,debit_card,captured,999.02,USD,2022-11-22 15:34:08
PAY-0002082,ORD-0002082,credit_card,captured,1174.08,USD,2025-11-29 06:38:30
PAY-0002083,ORD-0002083,boleto,captured,940.39,USD,2024-12-06 05:22:05
PAY-0002084,ORD-0002084,debit_card,captured,280.08,USD,2024-05-08 18:53:46
PAY-0002085,ORD-0002085,debit_card,captured,2135.89,USD,2025-09-06 03:29:03
PAY-0002086,ORD-0002086,credit_card,captured,613.02,USD,2023-11-21 16:49:50
PAY-0002087,ORD-0002087,credit_card,captured,707.43,USD,2025-02-12 05:54:47
PAY-0002088,ORD-0002088,paypal,captured,707.11,USD,2025-09-26 15:58:48
PAY-0002089,ORD-0002089,credit_card,captured,529.41,USD,2025-02-23 13:42:05
PAY-0002090,ORD-0002090,apple_pay,failed,1383.06,USD,2025-03-24 16:15:56
PAY-0002091,ORD-0002091,credit_card,captured,1214.63,USD,2024-04-13 02:01:34
PAY-0002092,ORD-0002092,debit_card,captured,2038.75,USD,2024-11-16 22:43:33
PAY-0002093,ORD-0002093,boleto,captured,910.03,USD,2024-08-10 05:11:12
PAY-0002094,ORD-0002094,credit_card,captured,646.74,USD,2022-07-04 09:38:06
PAY-0002095,ORD-0002095,debit_card,refunded,1068.84,USD,2023-10-24 14:59:07
PAY-0002096,ORD-0002096,debit_card,captured,1302.05,USD,2025-03-13 21:35:05
PAY-0002097,ORD-0002097,google_pay,captured,833.29,USD,2025-11-28 04:00:03
PAY-0002098,ORD-0002098,paypal,captured,1509.38,USD,2025-11-26 08:55:58
PAY-0002099,ORD-0002099,credit_card,refunded,75.11,USD,2025-11-22 21:17:04
PAY-0002100,ORD-0002100,credit_card,captured,648.35,USD,2024-07-12 05:55:01
PAY-0002101,ORD-0002101,credit_card,captured,948.76,USD,2023-12-01 20:52:24
PAY-0002102,ORD-0002102,boleto,captured,1885.88,USD,2024-12-21 12:35:50
PAY-0002103,ORD-0002103,credit_card,captured,145.93,USD,2022-11-30 05:25:41
PAY-0002104,ORD-0002104,debit_card,captured,402.21,USD,2023-01-06 16:45:14
