return_id,order_id,return_date,reason,refund_amount,category_primary,ship_region,processed
RET-0000311,ORD-0001799,2023-05-18,changed_mind,1038.55,Toys & Games,Europe,true
RET-0000312,ORD-0001802,2024-03-30,quality_issue,1221.84,Home & Kitchen,North America,true
RET-0000313,ORD-0001803,2023-04-20,changed_mind,1357.19,Toys & Games,Europe,true
RET-0000314,ORD-0001821,2025-03-26,not_as_described,497.62,Home & Kitchen,LATAM,true
RET-0000315,ORD-0001836,2023-05-15,size_mismatch,212.22,Fashion,LATAM,true
RET-0000316,ORD-0001838,2022-08-28,arrived_late,43.39,Toys & Games,LATAM,true
RET-0000317,ORD-0001846,2026-04-15,arrived_late,1176.18,Sports & Outdoors,LATAM,true
RET-0000318,ORD-0001847,2025-01-14,arrived_late,458.21,Books,LATAM,true
RET-0000319,ORD-0001850,2024-12-11,size_mismatch,195.42,Fashion,North America,true
RET-0000320,ORD-0001851,2025-01-15,not_as_described,589.77,Health & Wellness,North America,true
RET-0000321,ORD-0001855,2026-03-13,not_as_described,2539.23,Beauty & Personal Care,North America,true
RET-0000322,ORD-0001866,2026-01-07,quality_issue,725.93,Home & Kitchen,North America,true
RET-0000323,ORD-0001868,2026-04-22,wrong_item,4690.09,Health & Wellness,North America,true
RET-0000324,ORD-0001873,2023-09-07,wrong_item,1802.68,Toys & Games,Europe,true
RET-0000325,ORD-0001879,2026-04-04,quality_issue,286.64,Automotive Parts,Europe,false
RET-0000326,ORD-0001888,2022-08-11,quality_issue,1208.86,Electronics,Europe,true
RET-0000327,ORD-0001896,2025-12-31,changed_mind,121.12,Home & Kitchen,North America,true
RET-0000328,ORD-0001905,2025-09-09,not_as_described,754.93,Home & Kitchen,Europe,true
RET-0000329,ORD-0001917,2022-08-17,arrived_late,2824.36,Electronics,North America,false
RET-0000330,ORD-0001918,2025-05-09,color_different,326.54,Fashion,APAC,true
RET-0000331,ORD-0001923,2025-12-23,color_different,59.62,Fashion,North America,true
RET-0000332,ORD-0001937,2024-10-31,quality_issue,2509.82,Sports & Outdoors,Europe,true
RET-0000333,ORD-0001945,2026-02-07,changed_mind,1095.11,Automotive Parts,Europe,true
RET-0000334,ORD-0001947,2025-04-15,changed_mind,960.72,Beauty & Personal Care,North America,true
RET-0000335,ORD-0001960,2024-12-16,changed_mind,1446.00,Automotive Parts,North America,true
RET-0000336,ORD-0001966,2026-01-27,changed_mind,1128.96,Home & Kitchen,North America,true
RET-0000337,ORD-0001971,2025-12-31,defective,784.07,Electronics,LATAM,true
RET-0000338,ORD-0001976,2025-12-22,not_as_described,4327.21,Automotive Parts,LATAM,true
RET-0000339,ORD-0001982,2024-11-19,defective,1135.38,Electronics,LATAM,true
RET-0000340,ORD-0001993,2023-01-17,wrong_item,1032.51,Toys & Games,LATAM,true
RET-0000341,ORD-0001995,2024-09-20,not_as_described,258.97,Beauty & Personal Care,Europe,true
RET-0000342,ORD-0001998,2023-02-09,defective,492.34,Electronics,LATAM,false
RET-0000343,ORD-0002004,2026-03-30,defective,578.85,Electronics,North America,true
RET-0000344,ORD-0002006,2025-03-30,not_as_described,42.84,Toys & Games,Europe,true
RET-0000345,ORD-0002009,2022-06-08,wrong_item,1849.53,Beauty & Personal Care,Europe,true
RET-0000346,ORD-0002016,2024-12-14,damaged,296.97,Books,North America,true
RET-0000347,ORD-0002017,2025-01-09,damaged,155.41,Home & Kitchen,North America,true
RET-0000348,ORD-0002024,2024-06-14,defective,2416.85,Electronics,North America,true
RET-0000349,ORD-0002025,2024-12-31,damaged,748.01,Health & Wellness,LATAM,true
RET-0000350,ORD-0002032,2025-10-17,arrived_late,1285.93,Toys & Games,Europe,false
RET-0000351,ORD-0002042,2023-03-01,arrived_late,399.35,Fashion,LATAM,false
RET-0000352,ORD-0002043,2025-10-05,damaged,597.31,Automotive Parts,Europe,true
RET-0000353,ORD-0002047,2026-02-02,size_mismatch,71.50,Fashion,Europe,true
RET-0000354,ORD-0002056,2025-12-22,wrong_item,2844.73,Home & Kitchen,Europe,true
RET-0000355,ORD-0002069,2023-08-20,changed_mind,887.95,Books,North America,false
RET-0000356,ORD-0002072,2024-04-25,wrong_item,139.31,Toys & Games,Europe,true
RET-0000357,ORD-0002073,2024-12-20,changed_mind,2722.01,Toys & Games,LATAM,true
RET-0000358,ORD-0002081,2022-12-22,size_mismatch,999.02,Fashion,Europe,true
RET-0000359,ORD-0002083,2024-12-26,size_mismatch,940.39,Fashion,Europe,false
RET-0000360,ORD-0002084,2024-06-01,changed_mind,140.04,Sports & Outdoors,North America,true
RET-0000361,ORD-0002088,2025-10-21,size_mismatch,707.11,Fashion,Europe,true
RET-0000362,ORD-0002100,2024-08-03,size_mismatch,648.35,Fashion,Europe,true
RET-0000363,ORD-0002114,2022-12-05,defective,3403.10,Electronics,Europe,true
RET-0000364,ORD-0002124,2026-01-23,quality_issue,517.32,Beauty & Personal Care,North America,true
RET-0000365,ORD-0002125,2024-12-12,changed_mind,3126.99,Sports & Outdoors,LATAM,true
RET-0000366,ORD-0002127,2025-07-06,quality_issue,3507.87,Sports & Outdoors,Europe,true
RET-0000367,ORD-0002138,2026-01-26,arrived_late,1158.99,Sports & Outdoors,Europe,false
RET-0000368,ORD-0002140,2022-12-18,wrong_item,2464.90,Health & Wellness,North America,true
RET-0000369,ORD-0002146,2024-09-25,not_as_described,762.53,Health & Wellness,LATAM,true
RET-0000370,ORD-0002148,2025-03-20,changed_mind,650.06,Sports & Outdoors,Europe,true
RET-0000371,ORD-0002151,2026-05-09,changed_mind,210.21,Health & Wellness,LATAM,true
RET-0000372,ORD-0002155,2026-01-09,changed_mind,342.86,Health & Wellness,Europe,false
RET-0000373,ORD-0002161,2023-06-15,color_different,455.24,Fashion,Europe,true
RET-0000374,ORD-0002175,2023-06-23,damaged,1606.02,Toys & Games,LATAM,true
RET-0000375,ORD-0002185,2023-11-18,not_as_described,451.32,Toys & Games,APAC,true
RET-0000376,ORD-0002195,2022-12-05,size_mismatch,415.04,Fashion,Europe,true
RET-0000377,ORD-0002198,2026-01-26,wrong_item,67.43,Health & Wellness,North America,true
RET-0000378,ORD-0002199,2024-12-23,changed_mind,58.72,Fashion,Europe,true
RET-0000379,ORD-0002207,2022-12-07,changed_mind,2436.20,Sports & Outdoors,North America,false
RET-0000380,ORD-0002212,2025-12-19,wrong_item,413.61,Sports & Outdoors,North America,true
RET-0000381,ORD-0002217,2026-01-06,quality_issue,1583.26,Electronics,LATAM,true
RET-0000382,ORD-0002222,2024-02-22,wrong_item,835.47,Books,North America,true
RET-0000383,ORD-0002224,2026-02-24,damaged,3401.62,Books,Europe,true
RET-0000384,ORD-0002226,2024-02-06,wrong_item,1357.64,Toys & Games,LATAM,true
RET-0000385,ORD-0002230,2022-07-21,wrong_item,54.31,Books,LATAM,true
RET-0000386,ORD-0002241,2025-05-31,wrong_item,2713.99,Sports & Outdoors,North America,true
RET-0000387,ORD-0002242,2026-01-12,changed_mind,156.07,Home & Kitchen,Europe,false
RET-0000388,ORD-0002265,2023-05-11,quality_issue,760.12,Home & Kitchen,Europe,true
RET-0000389,ORD-0002275,2024-05-01,arrived_late,3284.56,Sports & Outdoors,LATAM,false
RET-0000390,ORD-0002281,2025-07-07,not_as_described,1950.18,Beauty & Personal Care,Europe,true
RET-0000391,ORD-0002282,2022-07-04,damaged,254.50,Health & Wellness,Europe,true
RET-0000392,ORD-0002283,2026-01-01,arrived_late,1686.50,Electronics,Europe,true
RET-0000393,ORD-0002294,2024-01-03,quality_issue,61.12,Health & Wellness,North America,true
RET-0000394,ORD-0002302,2023-08-05,damaged,35.93,Books,Europe,true
RET-0000395,ORD-0002308,2025-12-14,quality_issue,177.15,Fashion,LATAM,true
RET-0000396,ORD-0002309,2024-12-18,quality_issue,372.05,Fashion,Europe,true
RET-0000397,ORD-0002310,2023-07-01,arrived_late,98.47,Beauty & Personal Care,Europe,true
RET-0000398,ORD-0002319,2024-12-12,damaged,31.86,Health & Wellness,LATAM,true
RET-0000399,ORD-0002332,2026-02-15,not_as_described,3196.69,Electronics,APAC,true
RET-0000400,ORD-0002333,2024-08-09,not_as_described,1750.14,Automotive Parts,Europe,true
RET-0000401,ORD-0002345,2025-12-25,wrong_item,1274.41,Toys & Games,LATAM,true
RET-0000402,ORD-0002355,2023-10-24,not_as_described,914.79,Home & Kitchen,Europe,true
RET-0000403,ORD-0002359,2024-07-16,defective,1575.06,Electronics,North America,true
RET-0000404,ORD-0002375,2025-02-04,wrong_item,786.37,Automotive Parts,North America,true
RET-0000405,ORD-0002377,2023-10-24,not_as_described,982.04,Home & Kitchen,LATAM,true
RET-0000406,ORD-0002392,2025-12-10,changed_mind,430.35,Books,North America,true
RET-0000407,ORD-0002396,2024-03-08,color_different,3863.45,Fashion,APAC,true
RET-0000408,ORD-0002400,2026-05-06,changed_mind,2363.99,Fashion,Europe,true
RET-0000409,ORD-0002403,2022-09-07,wrong_item,816.98,Health & Wellness,LATAM,true
RET-0000410,ORD-0002405,2026-01-05,not_as_described,3687.30,Electronics,Europe,true
RET-0000411,ORD-0002408,2026-01-05,size_mismatch,1522.47,Fashion,Europe,true
RET-0000412,ORD-0002421,2024-12-15,wrong_item,2207.31,Automotive Parts,North America,true
RET-0000413,ORD-0002423,2025-10-20,damaged,933.51,Beauty & Personal Care,North America,true
RET-0000414,ORD-0002426,2024-05-01,defective,3996.98,Electronics,North America,true
RET-0000415,ORD-0002436,2025-05-16,defective,831.33,Electronics,Europe,false
RET-0000416,ORD-0002441,2024-08-26,damaged,1196.61,Beauty & Personal Care,North America,true
RET-0000417,ORD-0002446,2024-12-19,changed_mind,3077.98,Fashion,Europe,true
RET-0000418,ORD-0002469,2025-12-18,color_different,213.48,Fashion,North America,true
RET-0000419,ORD-0002470,2025-03-03,arrived_late,1312.38,Automotive Parts,Europe,true
RET-0000420,ORD-0002472,2024-12-09,not_as_described,1638.12,Home & Kitchen,North America,true
RET-0000421,ORD-0002475,2023-12-12,size_mismatch,702.58,Fashion,Europe,true
RET-0000422,ORD-0002488,2025-12-31,changed_mind,231.17,Beauty & Personal Care,Europe,true
RET-0000423,ORD-0002491,2024-04-15,wrong_item,934.59,Health & Wellness,LATAM,true
RET-0000424,ORD-0002492,2024-12-19,not_as_described,787.89,Toys & Games,Europe,false
RET-0000425,ORD-0002494,2025-07-25,arrived_late,996.27,Sports & Outdoors,Europe,true
RET-0000426,ORD-0002502,2024-03-28,changed_mind,593.18,Home & Kitchen,LATAM,true
RET-0000427,ORD-0002508,2025-07-28,quality_issue,2172.73,Electronics,LATAM,false
RET-0000428,ORD-0002512,2023-08-26,not_as_described,1464.13,Health & Wellness,North America,true
RET-0000429,ORD-0002514,2025-06-28,quality_issue,377.47,Fashion,North America,true
RET-0000430,ORD-0002516,2025-10-29,changed_mind,322.49,Fashion,LATAM,true
RET-0000431,ORD-0002519,2022-07-13,damaged,1330.02,Automotive Parts,Europe,true
RET-0000432,ORD-0002520,2023-08-17,changed_mind,555.86,Fashion,North America,true
RET-0000433,ORD-0002523,2025-12-28,color_different,316.53,Fashion,Europe,true
RET-0000434,ORD-0002535,2024-06-24,damaged,2086.22,Sports & Outdoors,APAC,true
RET-0000435,ORD-0002545,2023-05-06,wrong_item,901.81,Books,LATAM,true
RET-0000436,ORD-0002563,2023-07-12,quality_issue,82.18,Fashion,Europe,true
RET-0000437,ORD-0002566,2025-01-15,not_as_described,1183.61,Electronics,North America,true
RET-0000438,ORD-0002569,2025-05-16,wrong_item,1688.08,Sports & Outdoors,APAC,true
RET-0000439,ORD-0002576,2025-12-24,size_mismatch,991.92,Fashion,Europe,true
RET-0000440,ORD-0002594,2025-01-11,quality_issue,361.58,Home & Kitchen,North America,false
RET-0000441,ORD-0002609,2022-03-14,color_different,649.15,Fashion,North America,true
RET-0000442,ORD-0002618,2023-06-24,damaged,109.75,Books,Europe,true
RET-0000443,ORD-0002623,2023-08-24,defective,2380.59,Electronics,North America,true
RET-0000444,ORD-0002626,2025-05-12,quality_issue,1637.83,Toys & Games,North America,true
RET-0000445,ORD-0002635,2023-12-15,wrong_item,3166.00,Automotive Parts,Europe,true
RET-0000446,ORD-0002636,2025-04-16,arrived_late,2244.24,Sports & Outdoors,North America,true
RET-0000447,ORD-0002638,2025-06-30,not_as_described,246.16,Toys & Games,APAC,true
RET-0000448,ORD-0002640,2026-03-01,quality_issue,73.83,Fashion,North America,true
RET-0000449,ORD-0002644,2024-07-07,arrived_late,932.00,Fashion,Europe,true
RET-0000450,ORD-0002652,2024-07-08,arrived_late,1215.03,Electronics,Europe,true
RET-0000451,ORD-0002658,2024-12-20,quality_issue,1595.84,Home & Kitchen,North America,true
RET-0000452,ORD-0002663,2023-11-13,not_as_described,5982.94,Electronics,Europe,true
RET-0000453,ORD-0002669,2023-07-03,changed_mind,3258.10,Home & Kitchen,Europe,true
RET-0000454,ORD-0002689,2026-04-17,changed_mind,1678.23,Books,LATAM,true
RET-0000455,ORD-0002691,2025-10-14,wrong_item,1749.24,Home & Kitchen,North America,true
RET-0000456,ORD-0002693,2023-08-26,not_as_described,2350.76,Health & Wellness,LATAM,true
RET-0000457,ORD-0002697,2025-05-20,quality_issue,1402.69,Electronics,LATAM,false
RET-0000458,ORD-0002729,2024-01-05,wrong_item,999.15,Books,North America,true
RET-0000459,ORD-0002730,2026-01-28,color_different,511.94,Fashion,North America,true
RET-0000460,ORD-0002734,2024-06-10,quality_issue,1373.07,Automotive Parts,Europe,true
RET-0000461,ORD-0002744,2025-12-19,wrong_item,234.05,Books,APAC,true
RET-0000462,ORD-0002750,2025-01-02,changed_mind,2804.15,Beauty & Personal Care,LATAM,true
RET-0000463,ORD-0002751,2026-01-07,not_as_described,549.45,Home & Kitchen,North America,true
RET-0000464,ORD-0002754,2026-04-25,quality_issue,909.41,Fashion,APAC,false
RET-0000465,ORD-0002756,2025-08-13,quality_issue,2234.33,Electronics,North America,true
RET-0000466,ORD-0002758,2022-10-30,wrong_item,992.22,Automotive Parts,Europe,true
RET-0000467,ORD-0002769,2025-04-04,wrong_item,196.58,Beauty & Personal Care,North America,true
RET-0000468,ORD-0002771,2025-12-23,arrived_late,592.48,Fashion,Europe,true
RET-0000469,ORD-0002776,2024-07-26,not_as_described,270.19,Beauty & Personal Care,Europe,true
RET-0000470,ORD-0002785,2025-02-02,damaged,1367.36,Sports & Outdoors,North America,true
RET-0000471,ORD-0002802,2025-08-25,changed_mind,578.30,Automotive Parts,North America,true
RET-0000472,ORD-0002808,2024-11-29,not_as_described,335.52,Health & Wellness,APAC,true
RET-0000473,ORD-0002815,2025-04-21,wrong_item,97.61,Health & Wellness,North America,false
RET-0000474,ORD-0002819,2025-06-12,not_as_described,2866.30,Automotive Parts,North America,true
RET-0000475,ORD-0002822,2024-03-21,not_as_described,595.11,Home & Kitchen,North America,true
RET-0000476,ORD-0002827,2026-01-17,quality_issue,1202.91,Fashion,LATAM,true
RET-0000477,ORD-0002828,2024-12-19,changed_mind,732.30,Books,Europe,false
RET-0000478,ORD-0002834,2024-10-01,damaged,2641.92,Beauty & Personal Care,Europe,true
RET-0000479,ORD-0002836,2024-03-28,quality_issue,287.72,Home & Kitchen,North America,false
RET-0000480,ORD-0002839,2022-03-06,not_as_described,625.19,Sports & Outdoors,North America,false
RET-0000481,ORD-0002842,2025-05-30,not_as_described,1651.54,Electronics,Europe,true
RET-0000482,ORD-0002849,2023-10-21,changed_mind,1223.88,Fashion,North America,true
RET-0000483,ORD-0002852,2025-01-17,wrong_item,312.91,Books,Europe,true
RET-0000484,ORD-0002864,2025-02-10,quality_issue,2377.61,Beauty & Personal Care,LATAM,true
RET-0000485,ORD-0002869,2024-07-11,changed_mind,1116.84,Beauty & Personal Care,Europe,true
RET-0000486,ORD-0002875,2026-01-12,not_as_described,178.50,Health & Wellness,LATAM,true
RET-0000487,ORD-0002876,2023-09-06,not_as_described,947.66,Home & Kitchen,Europe,true
RET-0000488,ORD-0002877,2025-04-02,changed_mind,536.29,Fashion,Europe,false
RET-0000489,ORD-0002878,2025-09-17,not_as_described,762.27,Home & Kitchen,North America,true
RET-0000490,ORD-0002882,2024-04-08,wrong_item,1917.56,Toys & Games,Europe,true
RET-0000491,ORD-0002885,2025-05-22,damaged,480.42,Home & Kitchen,North America,false
RET-0000492,ORD-0002887,2026-01-20,damaged,1783.28,Home & Kitchen,North America,true
RET-0000493,ORD-0002891,2023-12-18,changed_mind,1221.05,Books,APAC,true
RET-0000494,ORD-0002895,2025-08-11,defective,3820.23,Electronics,Europe,true
RET-0000495,ORD-0002898,2025-12-20,size_mismatch,998.98,Fashion,LATAM,true
RET-0000496,ORD-0002900,2023-01-14,quality_issue,560.55,Toys & Games,LATAM,true
RET-0000497,ORD-0002902,2024-12-11,not_as_described,2173.75,Sports & Outdoors,LATAM,false
RET-0000498,ORD-0002904,2022-08-16,color_different,375.85,Fashion,Europe,false
RET-0000499,ORD-0002906,2026-01-14,wrong_item,1420.26,Health & Wellness,North America,true
RET-0000500,ORD-0002907,2025-01-15,not_as_described,162.68,Toys & Games,Europe,false
RET-0000501,ORD-0002910,2025-12-25,color_different,83.10,Fashion,Europe,true
RET-0000502,ORD-0002914,2024-12-17,quality_issue,1349.08,Electronics,North America,true
RET-0000503,ORD-0002915,2025-08-05,changed_mind,139.21,Books,North America,true
RET-0000504,ORD-0002916,2024-01-02,not_as_described,1612.46,Automotive Parts,North America,true
RET-0000505,ORD-0002917,2024-12-19,quality_issue,418.39,Health & Wellness,North America,true
RET-0000506,ORD-0002922,2022-06-08,quality_issue,2493.21,Fashion,North America,true
RET-0000507,ORD-0002924,2026-01-13,not_as_described,2140.35,Sports & Outdoors,North America,true
RET-0000508,ORD-0002925,2025-08-09,changed_mind,1410.72,Home & Kitchen,North America,true
RET-0000509,ORD-0002926,2024-12-12,damaged,1020.13,Automotive Parts,North America,true
RET-0000510,ORD-0002933,2023-12-12,not_as_described,1673.70,Home & Kitchen,LATAM,false
RET-0000511,ORD-0002937,2025-12-20,wrong_item,122.16,Books,North America,true
RET-0000512,ORD-0002942,2023-07-28,defective,1721.53,Electronics,LATAM,false
RET-0000513,ORD-0002943,2025-10-16,damaged,424.67,Health & Wellness,APAC,false
RET-0000514,ORD-0002959,2024-06-14,size_mismatch,1885.83,Fashion,North America,true
RET-0000515,ORD-0002962,2022-12-18,changed_mind,2473.51,Sports & Outdoors,LATAM,true
RET-0000516,ORD-0002984,2024-05-29,quality_issue,510.68,Fashion,APAC,true
RET-0000517,ORD-0002985,2024-07-29,quality_issue,752.87,Fashion,LATAM,true
RET-0000518,ORD-0002986,2022-07-09,quality_issue,201.99,Health & Wellness,North America,true
RET-0000519,ORD-0002998,2024-08-18,changed_mind,1251.17,Health & Wellness,Europe,true
RET-0000520,ORD-0003009,2025-06-29,size_mismatch,3151.59,Fashion,LATAM,true
RET-0000521,ORD-0003010,2023-05-04,wrong_item,309.36,Books,North America,true
RET-0000522,ORD-0003023,2023-03-12,arrived_late,230.51,Books,LATAM,true
RET-0000523,ORD-0003025,2023-08-10,not_as_described,2177.20,Electronics,North America,true
RET-0000524,ORD-0003026,2025-08-07,damaged,432.02,Automotive Parts,North America,true
RET-0000525,ORD-0003029,2024-08-10,wrong_item,312.82,Home & Kitchen,Europe,true
RET-0000526,ORD-0003031,2024-12-12,quality_issue,2940.99,Automotive Parts,North America,true
RET-0000527,ORD-0003046,2026-01-09,quality_issue,2382.22,Toys & Games,Europe,true
RET-0000528,ORD-0003052,2025-01-09,not_as_described,3284.06,Beauty & Personal Care,Europe,false
RET-0000529,ORD-0003057,2025-05-05,not_as_described,302.12,Sports & Outdoors,Europe,true
RET-0000530,ORD-0003059,2023-08-02,quality_issue,1883.20,Fashion,North America,false
RET-0000531,ORD-0003066,2024-02-28,not_as_described,2383.07,Sports & Outdoors,North America,false
RET-0000532,ORD-0003084,2023-08-23,damaged,66.67,Health & Wellness,LATAM,true
RET-0000533,ORD-0003088,2022-08-01,changed_mind,257.09,Fashion,APAC,false
RET-0000534,ORD-0003093,2023-07-28,wrong_item,52.55,Books,Europe,true
RET-0000535,ORD-0003101,2023-07-17,changed_mind,676.87,Beauty & Personal Care,North America,true
RET-0000536,ORD-0003118,2024-01-10,not_as_described,474.02,Toys & Games,North America,true
RET-0000537,ORD-0003120,2025-01-23,not_as_described,41.36,Health & Wellness,LATAM,true
RET-0000538,ORD-0003123,2024-12-11,quality_issue,203.84,Beauty & Personal Care,North America,true
RET-0000539,ORD-0003124,2023-08-21,size_mismatch,624.08,Fashion,North America,true
RET-0000540,ORD-0003131,2022-12-26,damaged,1393.55,Automotive Parts,North America,true
RET-0000541,ORD-0003135,2025-08-14,wrong_item,343.58,Sports & Outdoors,Europe,true
RET-0000542,ORD-0003151,2024-11-07,color_different,141.52,Fashion,Europe,true
RET-0000543,ORD-0003158,2022-11-25,quality_issue,1045.81,Sports & Outdoors,LATAM,true
RET-0000544,ORD-0003168,2025-12-11,not_as_described,1480.65,Health & Wellness,Europe,true
RET-0000545,ORD-0003170,2025-09-06,wrong_item,360.45,Books,North America,true
RET-0000546,ORD-0003171,2025-01-14,wrong_item,2906.90,Sports & Outdoors,APAC,true
RET-0000547,ORD-0003177,2023-01-16,quality_issue,156.04,Toys & Games,North America,true
RET-0000548,ORD-0003183,2022-07-15,arrived_late,787.60,Toys & Games,Europe,true
RET-0000549,ORD-0003186,2023-04-14,changed_mind,868.55,Fashion,APAC,true
RET-0000550,ORD-0003196,2025-01-02,changed_mind,2364.70,Automotive Parts,Europe,true
RET-0000551,ORD-0003197,2024-06-12,quality_issue,396.02,Fashion,LATAM,true
RET-0000552,ORD-0003207,2025-02-21,color_different,3534.61,Fashion,Europe,true
RET-0000553,ORD-0003209,2025-02-08,arrived_late,2672.52,Electronics,Europe,true
RET-0000554,ORD-0003221,2022-11-16,arrived_late,91.45,Beauty & Personal Care,APAC,true
RET-0000555,ORD-0003222,2025-07-16,quality_issue,87.64,Beauty & Personal Care,Europe,true
RET-0000556,ORD-0003223,2025-11-01,defective,1448.44,Electronics,Europe,true
RET-0000557,ORD-0003227,2023-11-13,wrong_item,404.39,Beauty & Personal Care,Europe,true
RET-0000558,ORD-0003240,2025-04-16,arrived_late,970.45,Automotive Parts,Europe,true
RET-0000559,ORD-0003241,2024-08-26,arrived_late,4414.82,Electronics,LATAM,true
RET-0000560,ORD-0003242,2025-01-14,quality_issue,1241.78,Home & Kitchen,Europe,true
RET-0000561,ORD-0003243,2024-12-28,size_mismatch,891.95,Fashion,Europe,true
RET-0000562,ORD-0003246,2025-12-13,quality_issue,1279.03,Automotive Parts,LATAM,true
RET-0000563,ORD-0003247,2026-02-03,not_as_described,257.25,Health & Wellness,North America,false
RET-0000564,ORD-0003250,2024-04-18,changed_mind,321.35,Books,Europe,true
RET-0000565,ORD-0003259,2025-03-24,defective,1512.01,Electronics,Europe,true
RET-0000566,ORD-0003264,2026-04-28,wrong_item,1733.40,Books,LATAM,true
RET-0000567,ORD-0003274,2024-05-04,not_as_described,2418.84,Home & Kitchen,LATAM,true
RET-0000568,ORD-0003276,2025-08-05,changed_mind,791.26,Fashion,LATAM,false
RET-0000569,ORD-0003279,2023-09-15,damaged,528.19,Sports & Outdoors,Europe,true
RET-0000570,ORD-0003290,2025-08-23,not_as_described,1697.17,Home & Kitchen,North America,true
RET-0000571,ORD-0003293,2024-08-10,not_as_described,649.57,Sports & Outdoors,North America,true
RET-0000572,ORD-0003295,2022-02-01,quality_issue,461.65,Fashion,LATAM,true
RET-0000573,ORD-0003299,2026-01-14,damaged,1992.96,Books,LATAM,true
RET-0000574,ORD-0003301,2025-12-18,quality_issue,713.84,Automotive Parts,LATAM,true
RET-0000575,ORD-0003302,2025-11-27,wrong_item,33.28,Toys & Games,Europe,true
RET-0000576,ORD-0003310,2023-06-06,size_mismatch,813.82,Fashion,APAC,true
RET-0000577,ORD-0003312,2025-12-01,damaged,947.44,Toys & Games,LATAM,true
RET-0000578,ORD-0003314,2025-10-29,quality_issue,817.80,Electronics,APAC,true
RET-0000579,ORD-0003324,2026-04-17,quality_issue,1157.14,Home & Kitchen,North America,true
RET-0000580,ORD-0003337,2025-04-15,damaged,1554.23,Books,North America,true
RET-0000581,ORD-0003344,2025-07-24,changed_mind,781.46,Home & Kitchen,North America,true
RET-0000582,ORD-0003352,2025-12-20,quality_issue,111.85,Beauty & Personal Care,LATAM,true
RET-0000583,ORD-0003355,2025-04-14,quality_issue,1168.25,Beauty & Personal Care,Europe,false
RET-0000584,ORD-0003356,2025-11-15,not_as_described,459.51,Electronics,North America,false
RET-0000585,ORD-0003360,2024-08-31,not_as_described,606.68,Electronics,North America,true
RET-0000586,ORD-0003361,2023-03-18,damaged,114.10,Home & Kitchen,Europe,true
RET-0000587,ORD-0003365,2024-12-08,wrong_item,3392.77,Health & Wellness,North America,true
RET-0000588,ORD-0003366,2024-12-29,size_mismatch,400.72,Fashion,Europe,true
RET-0000589,ORD-0003368,2025-12-14,size_mismatch,2441.57,Fashion,Europe,true
RET-0000590,ORD-0003369,2025-01-31,quality_issue,463.82,Beauty & Personal Care,North America,false
RET-0000591,ORD-0003373,2025-01-09,not_as_described,1883.96,Automotive Parts,North America,true
RET-0000592,ORD-0003378,2022-12-10,damaged,549.86,Beauty & Personal Care,LATAM,true
RET-0000593,ORD-0003380,2024-01-14,arrived_late,447.77,Sports & Outdoors,Europe,true
RET-0000594,ORD-0003391,2025-07-15,wrong_item,229.43,Automotive Parts,North America,true
RET-0000595,ORD-0003397,2023-08-29,changed_mind,542.62,Fashion,Europe,false
RET-0000596,ORD-0003426,2025-10-16,wrong_item,640.10,Health & Wellness,LATAM,false
RET-0000597,ORD-0003435,2023-10-16,quality_issue,1622.88,Health & Wellness,North America,true
RET-0000598,ORD-0003436,2024-11-22,not_as_described,64.09,Beauty & Personal Care,North America,true
RET-0000599,ORD-0003441,2025-06-13,wrong_item,1795.88,Sports & Outdoors,North America,true
RET-0000600,ORD-0003449,2025-10-09,quality_issue,286.50,Health & Wellness,North America,true
RET-0000601,ORD-0003450,2023-12-07,quality_issue,350.32,Sports & Outdoors,North America,true
RET-0000602,ORD-0003455,2025-06-09,changed_mind,326.50,Beauty & Personal Care,North America,true
RET-0000603,ORD-0003456,2025-06-01,changed_mind,109.43,Fashion,APAC,true
RET-0000604,ORD-0003461,2025-01-06,defective,2128.47,Electronics,Europe,true
RET-0000605,ORD-0003465,2024-12-08,changed_mind,68.74,Books,Europe,false
RET-0000606,ORD-0003471,2022-10-13,changed_mind,455.50,Toys & Games,Europe,true
RET-0000607,ORD-0003473,2023-12-10,damaged,176.72,Health & Wellness,Europe,true
RET-0000608,ORD-0003475,2025-07-31,arrived_late,476.90,Fashion,Europe,true
RET-0000609,ORD-0003480,2023-11-25,quality_issue,602.69,Home & Kitchen,North America,true
RET-0000610,ORD-0003483,2024-12-22,changed_mind,808.74,Fashion,North America,true
RET-0000611,ORD-0003486,2022-12-21,quality_issue,106.13,Beauty & Personal Care,LATAM,true
RET-0000612,ORD-0003498,2024-10-26,not_as_described,368.04,Health & Wellness,North America,true
RET-0000613,ORD-0003503,2022-12-18,changed_mind,284.20,Home & Kitchen,North America,false
RET-0000614,ORD-0003510,2026-01-17,wrong_item,221.61,Beauty & Personal Care,North America,false
RET-0000615,ORD-0003511,2025-03-20,wrong_item,2307.92,Automotive Parts,North America,true
RET-0000616,ORD-0003515,2025-01-07,not_as_described,1628.12,Sports & Outdoors,Europe,true
RET-0000617,ORD-0003518,2025-05-28,arrived_late,915.28,Toys & Games,LATAM,true
RET-0000618,ORD-0003519,2025-07-21,defective,705.37,Electronics,North America,true
RET-0000619,ORD-0003522,2024-07-31,defective,1179.45,Electronics,North America,true
RET-0000620,ORD-0003529,2026-02-25,color_different,1524.29,Fashion,North America,true
